income,saving,wageinc,asset
50149.77248523574,0.0,0.0,1834493.3197792622
50149.77248523574,0.0,0.0,1818569.8518733662
50149.77248523574,0.0,0.0,1965724.6587278536
20059.908994094298,0.0,14487.712051290328,439.26808016264886
20059.908994094298,0.0,14487.712051290328,549.0851002033111
20059.908994094298,0.0,14487.712051290328,549.0851002033111
18945.4696055335,0.0,14487.712051290328,549.0851002033111
20059.908994094298,0.0,14487.712051290328,735.7740342724368
20059.908994094298,0.0,20059.908994094298,6698.838222480395
20059.908994094298,0.0,20059.908994094298,6698.838222480395
20059.908994094298,0.0,20059.908994094298,6808.6552425210575
20059.908994094298,0.0,20059.908994094298,6808.6552425210575
20059.908994094298,0.0,20059.908994094298,6808.6552425210575
200599.08994094297,0.0,0.0,5598471.68167296
200599.08994094297,0.0,0.0,5599569.851873366
200599.08994094297,0.0,0.0,5598548.553586988
201713.5293295038,0.0,0.0,5598515.608480976
201713.5293295038,0.0,0.0,5598691.3157130405
52378.651262357336,0.0,49035.33309667495,78628.98634911414
52378.651262357336,0.0,49035.33309667495,78519.16932907348
53493.09065091812,0.0,49035.33309667495,78628.98634911414
53493.09065091812,0.0,49035.33309667495,78519.16932907348
52378.651262357336,0.0,49035.33309667495,78628.98634911414
52378.651262357336,10.981702004066221,52378.651262357336,17823.302352599476
52378.651262357336,10.981702004066221,52378.651262357336,16725.132152192855
52378.651262357336,5.490851002033111,52378.651262357336,16719.641301190823
52378.651262357336,10.981702004066221,52378.651262357336,16725.132152192855
52378.651262357336,5.490851002033111,52378.651262357336,16719.641301190823
8915.515108486354,21.963404008132443,8915.515108486354,14429.956433343015
8915.515108486354,10.981702004066221,8915.515108486354,15517.14493174557
8915.515108486354,10.981702004066221,8915.515108486354,15528.126633749636
8915.515108486354,21.963404008132443,8915.515108486354,15539.108335753703
8915.515108486354,10.981702004066221,8915.515108486354,15528.126633749636
15602.151439851119,0.0,16716.590828411914,20568.727853616034
21174.34838265509,0.0,21174.34838265509,20524.80104559977
14487.712051290328,0.0,17831.030216972707,20436.947429567237
16716.590828411914,0.0,15602.151439851119,20557.746151611966
22288.787771215888,0.0,16716.590828411914,20447.929131571305
200599.08994094297,7247.923322683706,200599.08994094297,587740.6912576242
200599.08994094297,7247.923322683706,200599.08994094297,585302.7534127214
200599.08994094297,7247.923322683706,200599.08994094297,596855.5039209991
200599.08994094297,7247.923322683706,200599.08994094297,600808.916642463
200599.08994094297,7247.923322683706,200599.08994094297,584226.546616323
369993.87700218376,54908.51002033111,0.0,20587396.747022945
368879.4376136229,54908.51002033111,0.0,20587396.747022945
368879.4376136229,54908.51002033111,0.0,20587396.747022945
369993.87700218376,54908.51002033111,0.0,20587396.747022945
369993.87700218376,54908.51002033111,0.0,20589593.087423757
9695.62268047891,0.0,4457.757554243177,53810.339819924484
9695.62268047891,0.0,4457.757554243177,50515.82921870462
9584.17874162283,0.0,4457.757554243177,49417.65901829799
9584.17874162283,0.0,4457.757554243177,46123.148417078126
9584.17874162283,0.0,4457.757554243177,43926.808016264884
2663510.1386602977,0.0,1537926.3562138963,34076221.318617485
4089992.5560181155,0.0,2964408.7735717124,39508869.30002905
4647212.250298512,0.0,3532772.861737718,42848404.87946558
3655361.194479406,0.0,2540921.805918611,39608802.78826605
2418333.4731769236,0.0,1303894.0846161293,34941579.43653791
271923.2108088338,147154.80685448737,0.0,9385841.068835318
271923.2108088338,154841.99825733373,0.0,9584280.424048794
297555.3167457321,151547.48765611387,0.0,10166310.630264305
271923.2108088338,172412.72146383967,0.0,9818300.493755447
271923.2108088338,159234.6790589602,0.0,9686629.886726692
53493.09065091812,0.0,0.0,554136.6831251815
53493.09065091812,0.0,0.0,555893.7554458322
53493.09065091812,0.0,0.0,552269.7937844903
53493.09065091812,0.0,0.0,553258.1469648562
53493.09065091812,0.0,0.0,552379.6108045309
21174.34838265509,31846.935811792042,0.0,61662.25675283183
23403.227159776678,39973.39529480105,0.0,47133.46500145222
22288.787771215888,30858.58263142608,0.0,41433.961661341855
22288.787771215888,37227.96979378449,0.0,44453.92971246006
23403.227159776678,29650.595410978796,0.0,45486.209700842286
132618.28723873454,54908.51002033111,71324.12086789083,876559.4539645658
131503.8478501737,54908.51002033111,72438.56025645163,942449.6659889631
133732.7266272953,54908.51002033111,72438.56025645163,830326.488527447
132618.28723873454,54908.51002033111,72438.56025645163,905111.879175138
133732.7266272953,54908.51002033111,72438.56025645163,850203.3691548068
53493.09065091812,10432.61690386291,53493.09065091812,127058.29218704619
53493.09065091812,10432.61690386291,53493.09065091812,132549.1431890793
54607.53003947892,10432.61690386291,53493.09065091812,132549.1431890793
54607.53003947892,10432.61690386291,53493.09065091812,147923.525994772
53493.09065091812,10432.61690386291,53493.09065091812,132658.96020911995
94727.34802766751,571.0485042114435,94727.34802766751,379253.0787104269
94727.34802766751,560.0668022073772,94727.34802766751,379242.0970084229
94727.34802766751,571.0485042114435,94727.34802766751,379143.2616903863
94727.34802766751,560.0668022073772,94727.34802766751,379231.1153064188
94727.34802766751,571.0485042114435,94727.34802766751,379132.27998838224
83582.95414205958,29650.595410978796,12258.833274168737,401600.84228870174
83582.95414205958,29650.595410978796,11144.393885607944,401600.84228870174
83582.95414205958,29650.595410978796,11144.393885607944,401600.84228870174
83582.95414205958,29650.595410978796,12258.833274168737,401600.84228870174
83582.95414205958,29650.595410978796,11144.393885607944,401600.84228870174
16716.590828411914,0.0,16716.590828411914,608847.5225094395
16716.590828411914,0.0,16716.590828411914,608957.3395294801
16716.590828411914,0.0,16716.590828411914,608957.3395294801
16716.590828411914,0.0,16716.590828411914,608847.5225094395
16716.590828411914,0.0,16716.590828411914,608957.3395294801
1794247.415582879,971880.6273598606,557219.6942803971,37076421.20795818
1783103.0216972707,971880.6273598606,557219.6942803971,37076421.20795818
1783103.0216972707,971880.6273598606,557219.6942803971,37075323.03775777
1783103.0216972707,971880.6273598606,557219.6942803971,37079715.7185594
1794247.415582879,971880.6273598606,557219.6942803971,37078617.54835899
577279.6032744914,0.0,0.0,75753427.67934941
577279.6032744914,0.0,0.0,76731897.3279117
577279.6032744914,0.0,0.0,75337221.17339529
577279.6032744914,0.0,0.0,75336123.00319488
577279.6032744914,0.0,0.0,75336123.00319488
24517.666548337475,0.0,24517.666548337475,21414.318907929133
24517.666548337475,0.0,24517.666548337475,21414.318907929133
24517.666548337475,0.0,25632.10593689827,21414.318907929133
24517.666548337475,0.0,25632.10593689827,21304.50188788847
25632.10593689827,0.0,25632.10593689827,21414.318907929133
197255.7717752606,0.0,122588.33274168738,515041.8239907058
208400.16566086854,0.0,122588.33274168738,515041.8239907058
209960.38080485366,0.0,122588.33274168738,511747.31338948593
211743.48382655092,0.0,122588.33274168738,501863.7815858263
205948.3990060348,0.0,122588.33274168738,515041.8239907058
10698.618130183626,65.89021202439733,10698.618130183626,5743.430148126634
10698.618130183626,65.89021202439733,10698.618130183626,5743.430148126634
10698.618130183626,76.87191402846355,10698.618130183626,5875.210572175429
10698.618130183626,65.89021202439733,10698.618130183626,5743.430148126634
10698.618130183626,76.87191402846355,10698.618130183626,5754.4118501307
60179.72698228289,0.0,0.0,91697.21173395295
60179.72698228289,0.0,0.0,65780.39500435667
60179.72698228289,0.0,0.0,73687.22044728434
60179.72698228289,0.0,0.0,59740.45890212024
60179.72698228289,0.0,0.0,78299.53528899216
6301040.302922731,0.0,0.0,25397382.22480395
4773143.9012058815,0.0,0.0,27690361.603252977
5207775.2627445925,0.0,0.0,38701714.20273018
4497877.372231366,0.0,0.0,24768130.699970957
7160273.071503105,0.0,0.0,25361142.608190533
32318.74226826304,0.0,0.0,22896.848678478073
31204.302879702238,0.0,0.0,22830.958466453674
32318.74226826304,0.0,0.0,22907.830380482137
33433.18165682383,0.0,0.0,22743.104850421143
32318.74226826304,0.0,0.0,23028.629102526866
95953.2313550844,10432.61690386291,0.0,438609.1780424049
95953.2313550844,10432.61690386291,0.0,438609.1780424049
95953.2313550844,10432.61690386291,0.0,438718.9950624455
95953.2313550844,10432.61690386291,0.0,438718.9950624455
95953.2313550844,10432.61690386291,0.0,438718.9950624455
17831.030216972707,329.45106012198664,0.0,94223.00319488818
18945.4696055335,329.45106012198664,0.0,94332.82021492884
18945.4696055335,329.45106012198664,0.0,94332.82021492884
18945.4696055335,329.45106012198664,0.0,94223.00319488818
18945.4696055335,329.45106012198664,0.0,94223.00319488818
1705092.2644980154,0.0,240718.90792913156,28738015.974440895
1671659.0828411914,0.0,240718.90792913156,29036718.268951494
1693947.8706124073,0.0,240718.90792913156,20555549.811211154
1671659.0828411914,0.0,240718.90792913156,14272918.094684867
1705092.2644980154,0.0,240718.90792913156,22445500.72611095
102528.42374759309,230.61574208539065,92498.46925054594,311452.0505373221
102528.42374759309,230.61574208539065,92498.46925054594,312550.2207377287
103642.86313615387,230.61574208539065,92498.46925054594,311561.86755736277
102528.42374759309,230.61574208539065,92498.46925054594,311452.0505373221
102528.42374759309,230.61574208539065,92498.46925054594,312550.2207377287
45692.01493099256,0.0,16716.590828411914,60728.812082486205
46806.454319553355,0.0,16716.590828411914,57104.85042114435
46806.454319553355,0.0,15602.151439851119,57522.15509729887
45692.01493099256,0.0,15602.151439851119,57324.48446122568
46806.454319553355,0.0,15602.151439851119,58466.58146964856
163822.59011843675,0.0,162708.15072987595,596910.4124310195
166051.46889555836,0.0,166051.46889555836,596910.4124310195
137076.0447929777,0.0,138190.4841815385,596910.4124310195
192798.0142210174,0.0,192798.0142210174,597020.2294510602
159364.83256419355,0.0,159364.83256419355,596910.4124310195
39005.378599627795,1647.255300609933,13373.27266272953,172412.72146383967
37890.939211067,1647.255300609933,13373.27266272953,172302.90444379902
37890.939211067,1647.255300609933,13373.27266272953,172412.72146383967
37890.939211067,1647.255300609933,13373.27266272953,172412.72146383967
39005.378599627795,1647.255300609933,13373.27266272953,172302.90444379902
178310.3021697271,0.0,133732.7266272953,1436845.8902120243
178310.3021697271,0.0,133732.7266272953,924000.4066221318
178310.3021697271,0.0,133732.7266272953,1023933.8948591345
178310.3021697271,0.0,133732.7266272953,1901371.8849840255
178310.3021697271,0.0,133732.7266272953,1282003.8919546907
18945.4696055335,549.0851002033111,13373.27266272953,1637986.7441185012
18945.4696055335,549.0851002033111,13373.27266272953,1636888.5739180946
18945.4696055335,549.0851002033111,13373.27266272953,1637986.7441185012
18945.4696055335,549.0851002033111,13373.27266272953,1637986.7441185012
18945.4696055335,549.0851002033111,13373.27266272953,1636899.5556200987
327645.1802368735,61717.16526285216,314271.90757414396,1395225.2396166134
328759.61962543434,61717.16526285216,314271.90757414396,1502845.9192564625
327645.1802368735,60618.995062445545,314271.90757414396,1445850.8858553588
326530.74084831274,61717.16526285216,314271.90757414396,1503944.089456869
327645.1802368735,61717.16526285216,314271.90757414396,1342513.0699970955
12258.833274168737,0.0,0.0,94662.27127505082
12258.833274168737,0.0,0.0,95760.44147545745
13373.27266272953,0.0,0.0,95760.44147545745
13373.27266272953,0.0,0.0,95760.44147545745
13373.27266272953,0.0,0.0,94662.27127505082
151073403.51330128,743461.2256752832,0.0,567104206.3026431
197656969.95514247,886223.3517281441,0.0,348920849.0560558
122733209.86220028,810449.6079000871,0.0,605927817.3976184
197656969.95514247,779700.8422887017,0.0,522166093.3488237
136708279.79475263,887321.5219285507,0.0,352914894.07493466
34547.62104538462,54.90851002033111,25632.10593689827,3953.4127214638397
34547.62104538462,54.90851002033111,25632.10593689827,3903.995062445542
34547.62104538462,54.90851002033111,24517.666548337475,3903.995062445542
34547.62104538462,54.90851002033111,25632.10593689827,3827.123148417078
34547.62104538462,54.90851002033111,25632.10593689827,3936.94016845774
70209.68147933004,1427.6212605286087,0.0,649919.088004647
69095.24209076924,1427.6212605286087,0.0,650918.4228870171
70209.68147933004,1427.6212605286087,0.0,650226.575660761
70209.68147933004,1427.6212605286087,0.0,650171.6671507406
69095.24209076924,1427.6212605286087,0.0,650171.6671507406
104757.30252471467,1098.1702004066221,104757.30252471467,247637.3801916933
104757.30252471467,1098.1702004066221,104757.30252471467,245397.1129828638
104757.30252471467,1098.1702004066221,104757.30252471467,246561.1733952948
104757.30252471467,1098.1702004066221,104757.30252471467,246758.844031368
104757.30252471467,1098.1702004066221,104757.30252471467,246758.844031368
234032.2715977668,53810.339819924484,133732.7266272953,892043.6537902992
234032.2715977668,53810.339819924484,133732.7266272953,890945.4835898925
234032.2715977668,53810.339819924484,133732.7266272953,892043.6537902992
234032.2715977668,53810.339819924484,133732.7266272953,892043.6537902992
234032.2715977668,53810.339819924484,133732.7266272953,890945.4835898925
40119.817988188595,1647.255300609933,40119.817988188595,27454.255010165554
40119.817988188595,1647.255300609933,40119.817988188595,27344.43799012489
40119.817988188595,1647.255300609933,40119.817988188595,27344.43799012489
40119.817988188595,1647.255300609933,40119.817988188595,27454.255010165554
40119.817988188595,1647.255300609933,40119.817988188595,27509.163520185884
105871.74191327546,60399.36102236422,105871.74191327546,726439.5875689805
105871.74191327546,60399.36102236422,105871.74191327546,726439.5875689805
105871.74191327546,60399.36102236422,105871.74191327546,726439.5875689805
105871.74191327546,60399.36102236422,105871.74191327546,726549.4045890212
105871.74191327546,60399.36102236422,105871.74191327546,726439.5875689805
122588.33274168738,0.0,122588.33274168738,267733.89485913445
122588.33274168738,0.0,122588.33274168738,271028.40546035435
122588.33274168738,0.0,122588.33274168738,276629.0734824281
122588.33274168738,0.0,122588.33274168738,263451.0310775486
122588.33274168738,0.0,122588.33274168738,264439.3842579146
73552.99964501243,0.0,70209.68147933004,36678.88469358118
74667.43903357323,0.0,70209.68147933004,29101.510310775488
74667.43903357323,0.0,70209.68147933004,30089.863491141445
74667.43903357323,0.0,70209.68147933004,31956.752831832706
73552.99964501243,0.0,70209.68147933004,55457.59512053442
67980.80270220846,1537.438280569271,41234.25737674939,168459.30874237584
57950.84820516131,1537.438280569271,41234.25737674939,168459.30874237584
67980.80270220846,1537.438280569271,41234.25737674939,168459.30874237584
60179.72698228289,1537.438280569271,41234.25737674939,168459.30874237584
56836.40881660051,1537.438280569271,42348.69676531018,168459.30874237584
280838.7259173202,32945.10601219867,278609.8471401986,104326.1690386291
280838.7259173202,32945.10601219867,278609.8471401986,104326.1690386291
280838.7259173202,32945.10601219867,278609.8471401986,104326.1690386291
280838.7259173202,32945.10601219867,278609.8471401986,104326.1690386291
280838.7259173202,32945.10601219867,278609.8471401986,104326.1690386291
95841.78741622831,4392.680801626489,95841.78741622831,185371.12982863782
95841.78741622831,4392.680801626489,95841.78741622831,183174.78942782458
95841.78741622831,4392.680801626489,95841.78741622831,184272.95962823118
95841.78741622831,4392.680801626489,95841.78741622831,184272.95962823118
95841.78741622831,4392.680801626489,95841.78741622831,185371.12982863782
1883402.5666677423,0.0,78010.75719925559,56686777.02584955
1549070.750099504,0.0,78010.75719925559,56687875.19604996
1805391.8094684868,0.0,78010.75719925559,56687875.19604996
1693947.8706124073,0.0,78010.75719925559,56687875.19604996
2150868.019922333,0.0,78010.75719925559,56686667.20882951
32318.74226826304,0.0,27860.984714019854,2745.4255010165552
32318.74226826304,0.0,27860.984714019854,2745.4255010165552
33433.18165682383,0.0,27860.984714019854,2745.4255010165552
33433.18165682383,0.0,27860.984714019854,2745.4255010165552
33433.18165682383,0.0,27860.984714019854,2745.4255010165552
34547.62104538462,0.0,0.0,55907.84490270113
36776.499822506215,0.0,0.0,61618.32994481557
37890.939211067,0.0,0.0,60608.01336044147
31204.302879702238,0.0,0.0,58433.63636363636
31204.302879702238,0.0,0.0,56347.11298286378
15602.151439851119,12079.872204472844,2228.8787771215884,15626.961951786234
14487.712051290328,12079.872204472844,2228.8787771215884,15626.961951786234
15602.151439851119,10981.702004066221,2228.8787771215884,14638.608771420273
14487.712051290328,12079.872204472844,2228.8787771215884,15736.778971826896
15602.151439851119,12079.872204472844,2228.8787771215884,15626.961951786234
1181305.751874442,1427.6212605286087,50149.77248523574,1282443.1600348533
1170161.357988834,1427.6212605286087,50149.77248523574,1282443.1600348533
1181305.751874442,1427.6212605286087,50149.77248523574,1282443.1600348533
1170161.357988834,1427.6212605286087,50149.77248523574,1282443.1600348533
1181305.751874442,1427.6212605286087,50149.77248523574,1282443.1600348533
74667.43903357323,0.0,74667.43903357323,116845.30932326459
74667.43903357323,0.0,74667.43903357323,116955.12634330525
74667.43903357323,0.0,74667.43903357323,118053.29654371188
74667.43903357323,0.0,74667.43903357323,116955.12634330525
74667.43903357323,0.0,74667.43903357323,116955.12634330525
11144.393885607944,0.0,0.0,0.0
14487.712051290328,0.0,0.0,0.0
13373.27266272953,0.0,0.0,0.0
14487.712051290328,0.0,0.0,0.0
13373.27266272953,0.0,0.0,0.0
28975.424102580655,0.0,0.0,5413.979088004647
27860.984714019854,0.0,0.0,5413.979088004647
28975.424102580655,0.0,0.0,5523.79610804531
28975.424102580655,0.0,0.0,5413.979088004647
28975.424102580655,0.0,0.0,5523.79610804531
122588.33274168738,1537.438280569271,121473.89335312658,590046.848678478
121473.89335312658,1537.438280569271,121473.89335312658,593341.359279698
122588.33274168738,1537.438280569271,121473.89335312658,584555.9976764449
122588.33274168738,1537.438280569271,121473.89335312658,599930.3804821377
122588.33274168738,1537.438280569271,121473.89335312658,606519.4016845775
138190.4841815385,4996.674411850131,137076.0447929777,52217.99302933488
137076.0447929777,4996.674411850131,138190.4841815385,61003.354632587856
138190.4841815385,4996.674411850131,138190.4841815385,59905.18443218124
138190.4841815385,4996.674411850131,138190.4841815385,56610.67383096137
137076.0447929777,4996.674411850131,137076.0447929777,61003.354632587856
46806.454319553355,0.0,46806.454319553355,94113.18617484752
46806.454319553355,0.0,46806.454319553355,95211.35637525414
