income,saving,wageinc,asset,foodhome,foodaway,fooddelv,rent
20059.90899,0,20059.90899,6808.655243,6852.582051,3426.291025,0,768.7191403
20059.90899,0,20059.90899,6808.655243,6852.582051,3426.291025,0,768.7191403
20059.90899,0,20059.90899,6808.655243,6852.582051,3426.291025,0,768.7191403
200599.0899,0,0,5598471.682,5710.485042,6852.582051,0,0
200599.0899,0,0,5599569.852,5710.485042,6852.582051,0,0
200599.0899,0,0,5598548.554,5710.485042,6852.582051,0,0
201713.5293,0,0,5598515.608,5710.485042,6852.582051,0,0
201713.5293,0,0,5598691.316,5710.485042,7423.630555,0,0
52378.65126,0,49035.3331,78628.98635,5710.485042,2284.194017,0,0
52378.65126,0,49035.3331,78519.16933,5710.485042,2284.194017,0,0
53493.09065,0,49035.3331,78628.98635,5710.485042,2284.194017,0,0
53493.09065,0,49035.3331,78519.16933,5710.485042,2284.194017,0,0
52378.65126,0,49035.3331,78628.98635,5710.485042,2284.194017,0,0
52378.65126,10.981702,52378.65126,17823.30235,1142.097008,1713.145513,0,977.3714784
52378.65126,10.981702,52378.65126,16725.13215,1713.145513,1142.097008,0,988.3531804
52378.65126,5.490851002,52378.65126,16719.6413,1142.097008,1713.145513,0,988.3531804
52378.65126,10.981702,52378.65126,16725.13215,1142.097008,1142.097008,0,977.3714784
52378.65126,5.490851002,52378.65126,16719.6413,1142.097008,1142.097008,0,977.3714784
8915.515108,21.96340401,8915.515108,14429.95643,922.4629683,1713.145513,0,966.3897764
8915.515108,10.981702,8915.515108,15517.14493,922.4629683,1713.145513,0,966.3897764
8915.515108,10.981702,8915.515108,15528.12663,1054.243392,1581.365089,0,966.3897764
8915.515108,21.96340401,8915.515108,15539.10834,1054.243392,1713.145513,0,966.3897764
8915.515108,10.981702,8915.515108,15528.12663,1054.243392,1713.145513,0,966.3897764
15602.15144,0,16716.59083,20568.72785,5710.485042,1142.097008,0,384.3595701
21174.34838,0,21174.34838,20524.80105,5710.485042,1142.097008,0,384.3595701
14487.71205,0,17831.03022,20436.94743,5710.485042,1142.097008,0,384.3595701
16716.59083,0,15602.15144,20557.74615,5710.485042,1142.097008,0,384.3595701
22288.78777,0,16716.59083,20447.92913,5710.485042,1142.097008,0,384.3595701
200599.0899,7247.923323,200599.0899,587740.6913,15989.35812,2855.242521,0,0
200599.0899,7247.923323,200599.0899,585302.7534,14276.21261,2855.242521,0,0
200599.0899,7247.923323,200599.0899,596855.5039,11420.97008,2855.242521,0,0
200599.0899,7247.923323,200599.0899,600808.9166,13705.1641,2855.242521,0,0
200599.0899,7247.923323,200599.0899,584226.5466,13705.1641,2855.242521,0,0
369993.877,54908.51002,0,20587396.75,2855.242521,2855.242521,0,0
368879.4376,54908.51002,0,20587396.75,2855.242521,2855.242521,0,0
368879.4376,54908.51002,0,20587396.75,2855.242521,2855.242521,0,0
369993.877,54908.51002,0,20587396.75,2855.242521,2855.242521,0,0
369993.877,54908.51002,0,20589593.09,2855.242521,2855.242521,0,0
9695.62268,0,4457.757554,53810.33982,5798.338658,658.9021202,0,0
9695.62268,0,4457.757554,50515.82922,5534.77781,658.9021202,0,0
9584.178742,0,4457.757554,49417.65902,5666.558234,658.9021202,0,0
9584.178742,0,4457.757554,46123.14842,6325.460354,658.9021202,0,0
9584.178742,0,4457.757554,43926.80802,6589.021202,658.9021202,0,0
2663510.139,0,1537926.356,34076221.32,8565.727563,19986.69765,0,0
4089992.556,0,2964408.774,39508869.3,8565.727563,19986.69765,0,0
4647212.25,0,3532772.862,42848404.88,8565.727563,19986.69765,0,0
3655361.194,0,2540921.806,39608802.79,8565.727563,19986.69765,0,0
2418333.473,0,1303894.085,34941579.44,8565.727563,19986.69765,0,0
271923.2108,147154.8069,0,9385841.069,21699.84316,9619.970956,0,0
271923.2108,154841.9983,0,9584280.424,24555.08568,10410.6535,0,0
297555.3167,151547.4877,0,10166310.63,19986.69765,11728.45774,0,0
271923.2108,172412.7215,0,9818300.494,22270.89166,9883.531804,0,0
271923.2108,159234.6791,0,9686629.887,23984.03718,11201.33604,0,0
53493.09065,0,0,554136.6831,1713.145513,658.9021202,0,0
53493.09065,0,0,555893.7554,1713.145513,658.9021202,0,0
53493.09065,0,0,552269.7938,1142.097008,658.9021202,0,0
53493.09065,0,0,553258.147,1142.097008,658.9021202,0,0
53493.09065,0,0,552379.6108,1142.097008,658.9021202,0,0
21174.34838,31846.93581,0,61662.25675,1713.145513,790.6825443,395.3412721,867.5544583
23403.22716,39973.39529,0,47133.465,1713.145513,790.6825443,395.3412721,856.5727563
22288.78777,30858.58263,0,41433.96166,1713.145513,790.6825443,395.3412721,856.5727563
22288.78777,37227.96979,0,44453.92971,1713.145513,790.6825443,395.3412721,856.5727563
23403.22716,29650.59541,0,45486.2097,1713.145513,790.6825443,395.3412721,856.5727563
132618.2872,54908.51002,71324.12087,876559.454,7423.630555,2108.486785,0,0
131503.8479,54908.51002,72438.56026,942449.666,6852.582051,2108.486785,0,0
133732.7266,54908.51002,72438.56026,830326.4885,6852.582051,2108.486785,0,0
132618.2872,54908.51002,72438.56026,905111.8792,6852.582051,2108.486785,0,0
133732.7266,54908.51002,72438.56026,850203.3692,7423.630555,2108.486785,0,0
53493.09065,10432.6169,53493.09065,127058.2922,3426.291025,263.5608481,0,0
53493.09065,10432.6169,53493.09065,132549.1432,3426.291025,131.780424,0,0
54607.53004,10432.6169,53493.09065,132549.1432,3426.291025,263.5608481,0,0
54607.53004,10432.6169,53493.09065,147923.526,3426.291025,263.5608481,0,0
53493.09065,10432.6169,53493.09065,132658.9602,3426.291025,263.5608481,0,0
94727.34803,571.0485042,94727.34803,379253.0787,11420.97008,2635.608481,0,0
94727.34803,560.0668022,94727.34803,379242.097,11420.97008,2635.608481,0,0
94727.34803,571.0485042,94727.34803,379143.2617,11420.97008,2635.608481,0,0
94727.34803,560.0668022,94727.34803,379231.1153,11420.97008,2635.608481,0,0
94727.34803,571.0485042,94727.34803,379132.28,11420.97008,2635.608481,0,0
83582.95414,29650.59541,12258.83327,401600.8423,8565.727563,1581.365089,0,0
83582.95414,29650.59541,11144.39389,401600.8423,8565.727563,1713.145513,0,0
83582.95414,29650.59541,11144.39389,401600.8423,8565.727563,1581.365089,0,0
83582.95414,29650.59541,12258.83327,401600.8423,8565.727563,1713.145513,0,0
83582.95414,29650.59541,11144.39389,401600.8423,8565.727563,1581.365089,0,0
16716.59083,0,16716.59083,608847.5225,2284.194017,5710.485042,0,0
16716.59083,0,16716.59083,608957.3395,2284.194017,5710.485042,0,0
16716.59083,0,16716.59083,608957.3395,2284.194017,5710.485042,0,0
16716.59083,0,16716.59083,608847.5225,2284.194017,5710.485042,0,0
16716.59083,0,16716.59083,608957.3395,2284.194017,5710.485042,0,0
1794247.416,971880.6274,557219.6943,37076421.21,19767.06361,13178.0424,10542.43392,0
1783103.022,971880.6274,557219.6943,37076421.21,19767.06361,13178.0424,10542.43392,0
1783103.022,971880.6274,557219.6943,37075323.04,19767.06361,13178.0424,10542.43392,0
1783103.022,971880.6274,557219.6943,37079715.72,19767.06361,13178.0424,10542.43392,0
1794247.416,971880.6274,557219.6943,37078617.55,19767.06361,13178.0424,10542.43392,0
577279.6033,0,0,75753427.68,8565.727563,7906.825443,0,0
577279.6033,0,0,76731897.33,8565.727563,7906.825443,0,0
577279.6033,0,0,75337221.17,8565.727563,7906.825443,0,0
577279.6033,0,0,75336123,8565.727563,7906.825443,0,0
577279.6033,0,0,75336123,8565.727563,7906.825443,0,0
24517.66655,0,24517.66655,21414.31891,5710.485042,2855.242521,0,2855.242521
24517.66655,0,24517.66655,21414.31891,5710.485042,2855.242521,0,2855.242521
24517.66655,0,25632.10594,21414.31891,5710.485042,2855.242521,0,2855.242521
24517.66655,0,25632.10594,21304.50189,5710.485042,2855.242521,0,2855.242521
25632.10594,0,25632.10594,21414.31891,5710.485042,2855.242521,0,2855.242521
197255.7718,0,122588.3327,515041.824,2855.242521,6852.582051,0,0
208400.1657,0,122588.3327,515041.824,2855.242521,6852.582051,0,0
209960.3808,0,122588.3327,511747.3134,2855.242521,7423.630555,0,0
211743.4838,0,122588.3327,501863.7816,2855.242521,7423.630555,0,0
205948.399,0,122588.3327,515041.824,2855.242521,7423.630555,0,0
10698.61813,65.89021202,10698.61813,5743.430148,6852.582051,658.9021202,0,625.9570142
10698.61813,65.89021202,10698.61813,5743.430148,6852.582051,658.9021202,0,625.9570142
10698.61813,76.87191403,10698.61813,5875.210572,6852.582051,658.9021202,0,625.9570142
10698.61813,65.89021202,10698.61813,5743.430148,6852.582051,658.9021202,0,625.9570142
10698.61813,76.87191403,10698.61813,5754.41185,6852.582051,658.9021202,0,625.9570142
60179.72698,0,0,91697.21173,6852.582051,1976.706361,0,1087.188498
60179.72698,0,0,65780.395,7423.630555,1976.706361,0,1087.188498
60179.72698,0,0,73687.22045,6852.582051,1976.706361,0,1098.1702
60179.72698,0,0,59740.4589,7423.630555,1976.706361,0,1098.1702
60179.72698,0,0,78299.53529,6852.582051,1976.706361,0,1098.1702
6301040.303,0,0,25397382.22,14847.26111,15989.35812,0,0
4773143.901,0,0,27690361.6,13705.1641,15418.30961,0,0
5207775.263,0,0,38701714.2,12563.06709,15418.30961,0,0
4497877.372,0,0,24768130.7,13134.1156,18844.60064,0,0
7160273.072,0,0,25361142.61,14276.21261,15989.35812,0,0
32318.74227,0,0,22896.84868,2855.242521,1142.097008,0,735.7740343
31204.30288,0,0,22830.95847,2855.242521,1142.097008,0,735.7740343
32318.74227,0,0,22907.83038,2855.242521,1713.145513,0,735.7740343
33433.18166,0,0,22743.10485,2855.242521,1713.145513,0,724.7923323
32318.74227,0,0,23028.6291,2855.242521,1713.145513,0,724.7923323
95953.23136,10432.6169,0,438609.178,6852.582051,3997.339529,0,0
95953.23136,10432.6169,0,438609.178,7423.630555,3997.339529,0,0
95953.23136,10432.6169,0,438718.9951,7423.630555,3997.339529,0,0
95953.23136,10432.6169,0,438718.9951,7423.630555,3997.339529,0,0
95953.23136,10432.6169,0,438718.9951,6852.582051,3997.339529,0,0
17831.03022,329.4510601,0,94223.00319,1713.145513,3426.291025,0,0
18945.46961,329.4510601,0,94332.82021,1713.145513,3426.291025,0,0
18945.46961,329.4510601,0,94332.82021,1713.145513,3426.291025,0,0
18945.46961,329.4510601,0,94223.00319,1713.145513,3426.291025,0,0
18945.46961,329.4510601,0,94223.00319,1713.145513,3426.291025,0,0
1705092.264,0,240718.9079,28738015.97,17131.45513,28552.42521,0,0
1671659.083,0,240718.9079,29036718.27,17131.45513,28552.42521,0,0
1693947.871,0,240718.9079,20555549.81,17131.45513,28552.42521,0,0
1671659.083,0,240718.9079,14272918.09,17131.45513,28552.42521,0,0
1705092.264,0,240718.9079,22445500.73,17131.45513,28552.42521,0,0
102528.4237,230.6157421,92498.46925,311452.0505,8565.727563,658.9021202,658.9021202,0
102528.4237,230.6157421,92498.46925,312550.2207,8565.727563,658.9021202,658.9021202,0
103642.8631,230.6157421,92498.46925,311561.8676,8565.727563,658.9021202,658.9021202,0
102528.4237,230.6157421,92498.46925,311452.0505,8565.727563,658.9021202,658.9021202,0
102528.4237,230.6157421,92498.46925,312550.2207,8565.727563,658.9021202,658.9021202,0
45692.01493,0,16716.59083,60728.81208,8829.288411,0,0,0
46806.45432,0,16716.59083,57104.85042,8829.288411,0,0,0
46806.45432,0,15602.15144,57522.1551,8829.288411,0,0,0
45692.01493,0,15602.15144,57324.48446,8829.288411,0,0,0
46806.45432,0,15602.15144,58466.58147,8697.507987,0,0,0
163822.5901,0,162708.1507,596910.4124,6852.582051,1581.365089,0,0
166051.4689,0,166051.4689,596910.4124,6852.582051,1581.365089,0,0
137076.0448,0,138190.4842,596910.4124,6852.582051,1581.365089,0,0
192798.0142,0,192798.0142,597020.2295,6852.582051,1581.365089,0,0
159364.8326,0,159364.8326,596910.4124,6852.582051,1581.365089,0,0
39005.3786,1647.255301,13373.27266,172412.7215,4568.388034,1713.145513,1142.097008,0
37890.93921,1647.255301,13373.27266,172302.9044,4568.388034,1713.145513,1142.097008,0
37890.93921,1647.255301,13373.27266,172412.7215,4568.388034,1713.145513,1142.097008,0
37890.93921,1647.255301,13373.27266,172412.7215,4568.388034,1713.145513,1142.097008,0
39005.3786,1647.255301,13373.27266,172302.9044,4568.388034,1713.145513,1142.097008,0
178310.3022,0,133732.7266,1436845.89,6852.582051,2855.242521,0,0
178310.3022,0,133732.7266,924000.4066,7423.630555,2855.242521,0,0
178310.3022,0,133732.7266,1023933.895,7423.630555,2855.242521,0,0
178310.3022,0,133732.7266,1901371.885,7423.630555,2855.242521,0,0
178310.3022,0,133732.7266,1282003.892,7423.630555,2855.242521,0,0
18945.46961,549.0851002,13373.27266,1637986.744,11420.97008,3953.412721,0,0
18945.46961,549.0851002,13373.27266,1636888.574,11420.97008,3953.412721,0,0
18945.46961,549.0851002,13373.27266,1637986.744,11420.97008,3953.412721,0,0
18945.46961,549.0851002,13373.27266,1637986.744,11420.97008,3953.412721,0,0
18945.46961,549.0851002,13373.27266,1636899.556,11420.97008,3953.412721,0,0
327645.1802,61717.16526,314271.9076,1395225.24,21699.84316,2635.608481,1317.80424,0
328759.6196,61717.16526,314271.9076,1502845.919,21128.79466,2635.608481,1317.80424,0
327645.1802,60618.99506,314271.9076,1445850.886,21699.84316,2635.608481,1317.80424,0
326530.7408,61717.16526,314271.9076,1503944.089,21699.84316,2635.608481,1317.80424,0
