WGT,EDUC,LF,FOODHOME,FOODAWAY,FOODDELV,RENT,INCOME,WAGEINC,INTDIVINC,KGINC,SAVING,LIQ,FIN,ASSET,NFIN,DEBT,NETWORTH,TPAY,PIRTOTAL,CONSUMPTION,CONS_P
4869.668291,10,1,7800,3120,0,0,67016.53307,62692.88577,0,0,12500,22000,23600,215600,192000,32700,182900,577.5,0.103407319,6930,0.024520858
4816.215646,10,1,7800,3120,0,0,67016.53307,62692.88577,0,0,12500,22000,22000,214000,192000,31700,182300,577.5,0.103407319,6930,0.024660471
4890.553303,10,1,7800,3120,0,0,67016.53307,62692.88577,0,0,12500,22000,22000,214000,192000,28700,185300,567.5,0.101616716,6810,0.02423345
4782.371715,10,1,7800,3120,0,0,68097.44489,62692.88577,0,0,12500,22000,22000,214000,192000,31700,182300,567.5,0.100003752,6810,0.024140594
2374.42899,9,1,4800,240,0,470,10809.11824,0,0,0,50,850,850,21850,21000,44800,-22950,410,0.455171263,4920,0.150647056
2392.81438,9,1,4800,240,0,460,11890.03006,0,0,0,50,850,850,20850,20000,44800,-23950,420,0.423884547,5040,0.153939993
2391.755292,9,1,4800,240,0,470,10809.11824,0,0,0,50,850,850,21850,21000,44800,-22950,420,0.466273001,5040,0.154321374
2415.670958,9,1,4800,240,0,460,10809.11824,0,0,0,50,850,850,21850,21000,44800,-22950,410,0.455171263,4920,0.150647056
2397.4238,9,1,4800,360,0,460,11890.03006,0,0,0,50,850,850,21850,21000,44800,-22950,420,0.423884547,5040,0.14937746
2368.39625,13,1,24000,7800,4800,0,182674.0982,184835.9218,86.47294589,0,13000,24090,1454390,1914690,460300,216600,1698090,1262.5,0.082934582,15150,0.007223352
2787.151642,13,1,24000,7800,4800,0,180512.2746,184835.9218,86.47294589,0,13000,25100,1454400,1914600,460200,215500,1699100,1235,0.08209968,14820,0.007073607
1997.391647,13,1,24000,7800,4800,0,181593.1864,183755.01,86.47294589,0,13000,25100,1454400,1913700,459300,216500,1697200,1235,0.081610992,14820,0.007072996
2391.712721,13,1,24000,7800,4800,0,182674.0982,183755.01,86.47294589,0,13000,24100,1453400,1913700,460300,216500,1697200,1235,0.081128086,14820,0.007069349
2153.523835,13,1,24000,7800,4800,0,181593.1864,184835.9218,86.47294589,0,12000,23075,1452375,1913575,461200,215500,1698075,1225,0.080950174,14700,0.007016143
6650.478424,10,1,9600,3600,0,0,113495.7415,84311.12224,0,0,25000,30200,60200,614100,553900,247700,366400,2002.5,0.211726006,24030,0.033026581
6676.624559,10,1,9600,3600,0,0,112414.8297,84311.12224,0,0,25000,30200,63200,624100,560900,246700,377400,2002.5,0.213761833,24030,0.032626634
7187.777851,10,1,9600,3600,0,0,113495.7415,84311.12224,0,0,25000,30200,70200,607100,536900,246700,360400,2002.5,0.211726006,24030,0.033347408
6858.495466,10,1,9600,3600,0,0,113495.7415,84311.12224,0,0,25000,30200,65200,609100,543900,246700,362400,2002.5,0.211726006,24030,0.033255109
7298.226605,10,1,9600,3600,0,0,113495.7415,84311.12224,0,0,25000,30200,71200,613100,541900,246700,366400,2092.5,0.221241781,25110,0.034558419
9864.936202,9,1,15600,1200,0,0,184835.9218,181593.1864,64.85470942,0,0,5300,479300,1631600,1152300,569000,1062600,4920,0.31941843,59040,0.032503211
3054.900065,9,1,15600,1200,0,0,185916.8337,181593.1864,64.85470942,0,0,5300,405300,1566600,1161300,570000,996600,4900,0.316270447,58800,0.033551746
3163.637766,9,1,15600,1200,0,0,181593.1864,178350.4509,64.85470942,0,0,5300,408300,1563600,1155300,569000,994600,4910,0.324461513,58920,0.033761305
3166.228463,9,1,15600,1200,0,0,184835.9218,181593.1864,54.04559118,0,0,5300,385300,1536500,1151200,569000,967500,4910,0.318769206,58920,0.034229228
3235.624715,9,1,15600,1200,0,0,182674.0982,179431.3627,64.85470942,0,0,5300,433300,1588500,1155200,570000,1018500,4920,0.32319853,59040,0.033333821
2433.643623,5,0,3600,600,0,1700,34589.17836,0,0,0,0,630,630,9130,8500,1000,8130,200,0.069385863,2400,0.054895817
2426.055194,5,0,3600,600,0,1700,34589.17836,0,0,0,0,630,630,7830,7200,1000,6830,200,0.069385863,2400,0.056578182
2436.856379,5,0,3600,600,0,1700,34589.17836,0,0,0,0,630,630,17730,17100,1000,16730,200,0.069385863,2400,0.04587228
2417.048347,5,0,3600,600,0,1700,34589.17836,0,0,0,0,630,630,7130,6500,1000,6130,200,0.069385863,2400,0.057527499
2433.853718,5,0,3600,600,0,1700,34589.17836,0,0,0,0,630,630,14630,14000,1000,13630,200,0.069385863,2400,0.04876148
15040.37057,12,1,600,6000,2400,0,70259.26854,70259.26854,0,0,5000,7000,40000,211920,171920,61050,150870,1596.25,0.272633069,19155,0.067882379
14984.84707,12,1,600,6000,2400,0,70259.26854,70259.26854,0,0,5000,7000,40000,213600,173600,61050,152550,1596.25,0.272633069,19155,0.067480622
14768.58495,12,1,600,6000,2400,0,70259.26854,70259.26854,0,0,5000,7000,40000,214300,174300,61050,153250,1596.25,0.272633069,19155,0.067314623
15208.72401,12,1,600,6000,2400,0,70259.26854,70259.26854,0,0,5000,7000,40000,211200,171200,61150,150050,1596.25,0.272633069,19155,0.068056028
14748.74299,12,1,600,6000,2400,0,70259.26854,70259.26854,0,0,5000,7000,40000,213000,173000,61050,151950,1596.25,0.272633069,19155,0.06762356
818.3037385,13,0,7200,12000,0,0,366429.1082,0,52964.67936,276713.4269,0,45000,4226000,6779000,2553000,344000,6435000,2000,0.06549698,24000,0.003358791
860.3015252,13,0,7200,12000,0,0,366429.1082,0,52964.67936,276713.4269,0,45000,4226000,6780000,2554000,344000,6436000,2000,0.06549698,24000,0.003358321
897.7674996,13,0,7200,12000,0,0,366429.1082,0,52964.67936,276713.4269,0,45000,4226000,6780000,2554000,344000,6436000,2000,0.06549698,24000,0.003358321
867.0238606,13,0,7200,12000,0,0,366429.1082,0,52964.67936,276713.4269,0,45000,4226000,6780000,2554000,344000,6436000,2000,0.06549698,24000,0.003358321
837.9444235,13,0,7200,12000,0,0,366429.1082,0,52964.67936,276713.4269,0,45000,4226000,6779000,2553000,344000,6435000,2000,0.06549698,24000,0.003358791
2104.012311,3,1,10400,0,0,1000,23780.06012,23780.06012,0,0,0,0,0,43000,43000,18000,25000,800,0.403699568,9600,0.143755486
2026.823364,3,1,10400,0,0,1000,23780.06012,23780.06012,0,0,0,0,0,43000,43000,20000,23000,800,0.403699568,9600,0.143755486
2075.406074,3,1,10400,0,0,1000,23780.06012,23780.06012,0,0,0,0,0,43000,43000,18000,25000,800,0.403699568,9600,0.143755486
2068.455772,3,1,10400,0,0,1000,23780.06012,23780.06012,0,0,0,0,0,43000,43000,20000,23000,800,0.403699568,9600,0.143755486
2041.963596,3,1,10400,0,0,1000,23780.06012,23780.06012,0,0,0,0,0,43000,43000,18000,25000,800,0.403699568,9600,0.143755486
6352.348112,10,1,26000,10400,0,1900,85392.03407,85392.03407,0,0,0,500,86500,142500,56000,42500,100000,1037.5,0.145798143,12450,0.054631133
6218.485953,10,1,26000,10400,0,1900,85392.03407,85392.03407,0,0,0,500,69400,127400,58000,40500,86900,1037.5,0.145798143,12450,0.058507829
6356.232413,10,1,26000,10400,0,1900,85392.03407,85392.03407,0,0,0,500,82500,139500,57000,42500,97000,1037.5,0.145798143,12450,0.055359898
6244.089033,10,1,26000,10400,0,1900,85392.03407,85392.03407,0,0,0,500,69800,127800,58000,44500,83300,1037.5,0.145798143,12450,0.058398054
6266.419898,10,1,26000,10400,0,1900,85392.03407,85392.03407,0,0,0,500,69800,126800,57000,41500,85300,1037.5,0.145798143,12450,0.058673268
285.6828577,9,0,7800,10400,7800,0,309356.9639,273470.6914,540.4559118,0,81000,112000,693000,2143000,1450000,35000,2108000,0,0,0,0
296.7486095,9,0,7800,10400,7800,0,357457.5401,324273.5471,540.4559118,0,71000,97000,758000,2208000,1450000,35000,2173000,0,0,0,0
272.0481235,9,0,7800,10400,7800,0,321246.994,289684.3687,540.4559118,0,53000,93000,587000,2037000,1450000,35000,2002000,0,0,0,0
278.345842,9,0,7800,10400,7800,0,313140.1553,286441.6333,540.4559118,0,68000,109000,801000,2251000,1450000,35000,2216000,0,0,0,0
277.2506766,9,0,7800,10400,7800,0,314004.8848,283198.8978,540.4559118,0,68000,111000,667000,2117000,1450000,35000,2082000,0,0,0,0
11419.14879,5,1,3600,1200,0,0,103767.5351,103767.5351,0,0,0,2100,129100,436000,306900,182700,253300,1450,0.167682503,17400,0.0322361
10819.95418,5,1,3600,1200,0,0,103767.5351,103767.5351,0,0,0,2205,163205,476205,313000,171400,304805,1920,0.222034763,23040,0.039726019
11025.32567,5,1,3600,1200,0,0,103767.5351,103767.5351,0,0,0,5110,194110,503110,309000,170400,332710,1740,0.201219004,20880,0.034405624
10878.89337,5,1,3600,1200,0,0,103767.5351,103767.5351,0,0,0,2655,193655,501855,308200,165800,336055,1810,0.209314021,21720,0.035863923
10924.6562,5,1,3600,1200,0,0,103767.5351,103767.5351,0,0,0,2195,166195,480195,314000,181400,298795,1570,0.181559676,18840,0.032262344
45.14093043,14,0,4800,0,0,0,806446.6934,199968.6874,221586.9239,242124.2485,0,120000,5760000,8060700,2300700,14000,8046700,690,0.010267263,8280,0.000933784
46.53299587,14,0,4800,0,0,0,806446.6934,199968.6874,221586.9239,243205.1603,0,197000,5707000,8019000,2312000,13000,8006000,700,0.010416064,8400,0.000951793
49.53298158,14,0,4800,0,0,0,805365.7816,199968.6874,220506.012,243205.1603,0,112000,6374000,8687000,2313000,14000,8673000,700,0.010430043,8400,0.000884922
46.71660698,14,0,4800,0,0,0,805354.9724,199968.6874,221586.9239,242124.2485,0,151000,4967000,7286000,2319000,14000,7272000,700,0.010430183,8400,0.001038145
45.1871533,14,0,4800,0,0,0,805376.5907,199968.6874,222667.8357,242124.2485,0,200000,8874000,11189000,2315000,14000,11175000,700,0.010429903,8400,0.000700328
12003.69686,9,0,5200,0,3600,0,45398.29659,0,0,0,7600,108600,108600,122600,14000,0,122600,0,0,0,0
11812.49774,9,0,5200,0,3600,0,45398.29659,0,0,0,8100,109100,109100,123100,14000,0,123100,0,0,0,0
12046.45551,9,0,5200,0,3600,0,43236.47295,0,0,0,8600,109600,109600,123600,14000,0,123600,0,0,0,0
11894.853,9,0,5200,0,3600,0,44317.38477,0,0,0,9500,110500,110500,125500,15000,0,125500,0,0,0,0
11889.22241,9,0,5200,0,3600,0,44317.38477,0,0,0,7500,109500,109500,123500,14000,0,123500,0,0,0,0
7905.404373,10,1,5200,0,0,340,36751.002,0,0,0,20,320,490,4490,4000,6700,-2210,30,0.009795651,360,0.008729177
7967.667742,10,1,5200,0,0,350,36751.002,0,0,0,20,320,4820,8920,4100,6700,2220,30,0.009795651,360,0.007882463
7965.514079,10,1,5200,0,0,350,36751.002,0,0,0,20,310,2610,6710,4100,6700,10,30,0.009795651,360,0.008283288
8052.932168,10,1,5200,0,0,350,36751.002,0,0,0,20,320,1120,5220,4100,6700,-1480,30,0.009795651,360,0.008577351
7985.451659,10,1,5200,0,0,350,36751.002,0,0,0,20,310,480,4580,4100,6700,-2120,30,0.009795651,360,0.008710169
10798.95196,13,1,10400,5200,0,1500,97282.06413,97282.06413,0,0,5000,17000,175000,200000,25000,4700,195300,100,0.012335265,1200,0.00403657
10623.1776,13,1,10400,5200,0,1500,97282.06413,97282.06413,0,0,5000,17000,175000,200000,25000,4700,195300,100,0.012335265,1200,0.00403657
10713.47691,13,1,10400,5200,0,1500,97282.06413,97282.06413,0,0,5000,17000,175000,200000,25000,4700,195300,100,0.012335265,1200,0.00403657
10640.63814,13,1,10400,5200,0,1500,97282.06413,97282.06413,0,0,5000,17000,175000,200000,25000,4700,195300,100,0.012335265,1200,0.00403657
10605.86629,13,1,10400,5200,0,1500,97282.06413,97282.06413,0,0,5000,17000,175000,200000,25000,4700,195300,110,0.013568791,1320,0.004440228
2888.159426,1,0,10400,0,0,1000,24860.97194,21618.23647,0,0,0,110,110,110,0,270,-160,140,0.067575797,1680,0.067278118
2924.09497,1,0,10400,0,0,1000,24860.97194,22699.1483,0,0,0,110,110,110,0,360,-250,140,0.067575797,1680,0.067278118
2926.198461,1,0,10400,0,0,1000,24860.97194,21618.23647,0,0,0,110,110,110,0,500,-390,140,0.067575797,1680,0.067278118
2910.322671,1,0,10400,0,0,1000,25941.88377,21618.23647,0,0,0,110,110,110,0,500,-390,140,0.064760139,1680,0.0644867
2921.167812,1,0,10400,0,0,1000,24860.97194,21618.23647,0,0,0,110,110,110,0,500,-390,140,0.067575797,1680,0.067278118
55.00269602,13,1,26000,26000,0,0,3772382.265,0,297250.7515,540455.9118,0,1251000,21551000,40841100,19290100,0,40841100,0,0,0,0
52.78200862,13,1,26000,26000,0,0,3199498.998,0,286441.6333,540455.9118,0,1251000,21551000,40840100,19289100,0,40840100,0,0,0,0
54.14832187,13,1,26000,26000,0,0,4064228.457,0,285360.7214,540455.9118,0,1251000,21551000,40841100,19290100,0,40841100,0,0,0,0
53.54282085,13,1,26000,26000,0,0,4020991.984,0,297250.7515,540455.9118,0,1251000,21551000,40841100,19290100,0,40841100,0,0,0,0
54.84624533,13,1,26000,26000,0,0,3275162.826,0,277794.3387,540455.9118,0,1251000,21551000,40840100,19289100,0,40840100,0,0,0,0
1820.581929,12,1,15600,10400,0,1300,51883.76754,51883.76754,0,0,0,570,570,71770,71200,31000,40770,810,0.187341831,9720,0.078606582
1843.23428,12,1,15600,10400,0,1300,51883.76754,51883.76754,0,0,0,790,790,70890,70100,32000,38890,810,0.187341831,9720,0.079170007
1844.560238,12,1,15600,10400,0,1200,51883.76754,51883.76754,0,0,0,770,770,70970,70200,35000,35970,810,0.187341831,9720,0.079118453
1834.552765,12,1,15600,10400,0,1200,51883.76754,51883.76754,0,0,0,640,640,70740,70100,32000,38740,810,0.187341831,9720,0.079266852
1841.389115,12,1,15600,10400,0,1300,51883.76754,51883.76754,0,0,0,910,910,70010,69100,37000,33010,810,0.187341831,9720,0.079741567
4225.562974,10,1,8400,1200,0,1100,48641.03206,48641.03206,0,0,0,11000,76000,83800,7800,970,82830,24.25,0.005982603,291,0.002197204
4185.331305,10,1,8400,1200,0,1100,48641.03206,48641.03206,0,0,0,11000,76000,83800,7800,970,82830,24.25,0.005982603,291,0.002197204
4068.434865,10,1,8400,1200,0,1100,48641.03206,48641.03206,0,0,0,11000,76000,83800,7800,970,82830,24.25,0.005982603,291,0.002197204
4310.320099,10,1,8400,1200,0,1100,48641.03206,48641.03206,0,0,0,11000,76000,83800,7800,980,82820,24.5,0.00604428,294,0.002219856
4124.965756,10,1,8400,1200,0,1100,48641.03206,48641.03206,0,0,0,11000,76000,83800,7800,980,82820,24.5,0.00604428,294,0.002219856
2099.277073,13,1,24000,12000,12000,0,702592.6854,702592.6854,0,0,50000,111200,896200,2211200,1315000,653000,1558200,3560,0.060803366,42720,0.014661304
980.4078833,13,1,24000,12000,12000,0,702592.6854,702592.6854,0,0,50000,111200,2080200,3395200,1315000,653000,2742200,3560,0.060803366,42720,0.010425125
1771.447771,13,1,24000,12000,12000,0,702592.6854,702592.6854,0,0,50000,111200,896200,2211200,1315000,653000,1558200,3660,0.062511325,43920,0.015073138
2123.337965,13,1,24000,12000,12000,0,702592.6854,702592.6854,0,0,50000,111200,896200,2210200,1314000,653000,1557200,3660,0.062511325,43920,0.015078313
921.5678721,13,1,24000,12000,12000,0,702592.6854,702592.6854,0,0,50000,111200,2076200,3391200,1315000,653000,2738200,3560,0.060803366,42720,0.010435311
7611.589133,13,0,18000,4800,0,0,1178193.888,1189003.006,216.1823647,-10809.11824,16000,699000,3083000,4793300,1710300,425000,4368300,1900,0.019351654,22800,0.00381814
7981.2376,13,0,18000,4800,0,0,1178193.888,1189003.006,216.1823647,-10809.11824,16000,699000,3083000,4793200,1710200,425000,4368200,1900,0.019351654,22800,0.003818204
8189.527172,13,0,18000,4800,0,0,1178193.888,1189003.006,216.1823647,-10809.11824,16000,699000,3083000,4793200,1710200,425000,4368200,1900,0.019351654,22800,0.003818204
7876.736831,13,0,18000,4800,0,0,1178193.888,1189003.006,216.1823647,-10809.11824,16000,699000,3083000,4793300,1710300,425000,4368300,1900,0.019351654,22800,0.00381814
7842.057051,13,0,18000,4800,0,0,1178193.888,1189003.006,216.1823647,-10809.11824,16000,699000,3083000,4793300,1710300,425000,4368300,1900,0.019351654,22800,0.00381814
3747.632642,8,1,7200,2400,0,1500,28103.70742,28103.70742,0,0,14600,34600,34600,49600,15000,1800,47800,0,0,0,0
3873.143182,8,1,7200,2400,0,1500,35670.09018,35670.09018,0,0,14200,34200,34200,49200,15000,2200,47000,0,0,0,0
3755.580745,8,1,7200,2400,0,1500,28103.70742,28103.70742,0,0,10300,30300,30300,46300,16000,2500,43800,0,0,0,0
3865.917105,8,1,7200,2400,0,1500,41074.6493,41074.6493,0,0,12500,32500,32500,47500,15000,2500,45000,0,0,0,0
3782.16811,8,1,7200,2400,0,1500,49721.94389,49721.94389,0,0,13300,33300,33300,48300,15000,2200,46100,0,0,0,0
7599.767473,9,1,5200,3640,0,0,337244.489,45398.29659,0,0,114500,196000,279000,968800,689800,520000,448800,3525,0.125428291,42300,0.032387871
7628.726394,9,1,5200,3640,0,0,337244.489,45398.29659,0,0,100500,174000,257000,977800,720800,520000,457800,3625,0.128986541,43500,0.033078729
8214.644546,9,1,5200,4160,0,0,337244.489,45398.29659,0,0,114500,198000,281000,990800,709800,520000,470800,3525,0.125428291,42300,0.031851343
7834.10562,9,1,5200,3640,0,0,337244.489,45398.29659,0,0,30500,176000,259000,957800,698800,520000,437800,3525,0.125428291,42300,0.032662971
8339.602129,9,1,5200,3640,0,0,336163.5772,45398.29659,0,0,107500,180000,263000,958800,695800,520000,438800,3625,0.129401288,43500,0.033591678
19798.91399,8,1,8400,2080,0,280,103767.5351,98362.97595,0,0,400,1170,137170,290170,153000,133770,156400,1545.916667,0.178774604,18551,0.047091222
18025.25859,8,1,8400,2080,0,280,88634.76954,84311.12224,0,0,400,901,222901,382901,160000,154910,227991,1716.083333,0.232335461,20593,0.043672191
18345.79047,8,1,8400,2080,0,280,92958.41683,87553.85772,0,0,400,1220,218220,368220,150000,139300,228920,1423.333333,0.183738069,17080,0.037035558
18828.4852,8,1,8400,2080,0,280,86472.94589,82149.2986,0,0,400,1150,239150,393150,154000,153530,239620,1607.416667,0.223063986,19289,0.040217008
18071.01389,8,1,8400,2080,0,280,101605.7114,97282.06413,0,0,400,971,118971,280971,162000,140060,140911,1711.5,0.202134306,20538,0.053683351
2177.342237,9,0,4800,3600,0,0,25941.88377,0,0,0,5500,37300,42800,940900,898100,50000,890900,2000,0.925144844,24000,0.024823087
4147.136061,9,0,4800,3600,0,0,25941.88377,0,0,0,44000,54300,56800,484900,428100,114000,370900,2000,0.925144844,24000,0.046981269
4185.665083,9,0,4800,3600,0,0,25941.88377,0,0,0,11000,42300,72300,450400,378100,61000,389400,2000,0.925144844,24000,0.05038398
2207.947316,9,0,4800,3600,0,0,25941.88377,0,0,0,13000,13950,33950,615050,581100,103000,512050,2000,0.925144844,24000,0.037441972
2370.85747,9,0,4800,3600,0,0,25941.88377,0,0,0,33000,36000,36300,692400,656100,125000,567400,2000,0.925144844,24000,0.033410275
3033.330067,14,1,12000,1200,3000,0,768528.3066,485329.4088,54456.33768,29184.61924,0,30000,9330000,12157000,2827000,1600000,10557000,7000,0.109299813,84000,0.006498767
3158.381065,14,1,12000,1200,3000,0,742586.4229,453982.9659,54445.52856,30265.53106,0,30000,9330000,11931000,2601000,1600000,10331000,7000,0.113118147,84000,0.006627958
3256.346579,14,1,12000,1200,3000,0,910127.7555,453982.9659,54467.14679,222667.8357,0,30000,9330000,12157000,2827000,1600000,10557000,7000,0.092294735,84000,0.006428345
3131.223268,14,1,12000,1200,3000,0,775013.7776,469115.7315,54456.33768,49721.94389,0,30000,9330000,12157000,2827000,1600000,10557000,7000,0.10838517,84000,0.006495508
3056.687509,14,1,12000,1200,3000,0,847434.8697,459387.5251,54434.71944,162136.7736,0,30000,9330000,11931000,2601000,1600000,10331000,7000,0.099122662,84000,0.006573575
10082.01357,9,0,3600,2600,0,0,32427.35471,0,0,0,0,40000,40000,401000,361000,0,401000,0,0,0,0
9174.70156,9,0,3600,2600,0,0,32427.35471,0,0,0,0,40000,40000,400000,360000,0,400000,0,0,0,0
9334.23707,9,0,3600,2600,0,0,32427.35471,0,0,0,0,40000,40000,400000,360000,0,400000,0,0,0,0
9766.098995,9,0,3600,2600,0,0,32427.35471,0,0,0,0,40000,40000,400000,360000,0,400000,0,0,0,0
9344.204253,9,0,3600,2600,0,0,32427.35471,0,0,0,0,40000,40000,401000,361000,0,401000,0,0,0,0
7545.54454,9,1,3600,520,0,1200,30265.53106,30265.53106,0,0,0,280,280,280,0,9650,-9370,0,0,0,0
7846.698591,9,1,3600,520,0,1200,30265.53106,30265.53106,0,0,0,290,290,290,0,9650,-9360,0,0,0,0
7731.405225,9,1,3600,520,0,1200,30265.53106,30265.53106,0,0,0,280,280,280,0,9650,-9370,0,0,0,0
7553.11026,9,1,3600,520,0,1100,30265.53106,30265.53106,0,0,0,280,280,280,0,9650,-9370,0,0,0,0
7875.972043,9,1,3600,520,0,1200,30265.53106,30265.53106,0,0,0,280,280,280,0,9650,-9370,0,0,0,0
2828.948477,12,1,6000,3600,0,0,169703.1563,169703.1563,0,0,20000,25060,3077060,3607060,530000,345000,3262060,2000,0.141423416,24000,0.006354648
7823.962549,12,1,6000,3600,0,0,162136.7736,163217.6854,0,0,20000,25200,2364200,2894200,530000,345000,2549200,2000,0.148023175,24000,0.007852538
5602.392973,12,1,6000,3600,0,0,172945.8918,172945.8918,0,0,20000,25200,2701200,3230200,529000,345000,2885200,2000,0.138771727,24000,0.007052298
3014.270485,12,1,6000,3600,0,0,167541.3327,167541.3327,0,0,20000,24900,3055900,3584900,529000,345000,3239900,2000,0.143248234,24000,0.006395836
6042.397736,12,1,6000,3600,0,0,165379.509,165379.509,0,0,20000,24960,2545960,3074960,529000,345000,2729960,2000,0.14512076,24000,0.007406631
11404.74639,9,1,4800,240,840,840,8971.568136,0,0,0,600,1800,1800,1800,0,4700,-2900,0,0,0,0
11458.96621,9,1,4800,240,840,840,8971.568136,0,0,0,600,1900,1900,1900,0,4700,-2800,0,0,0,0
11285.01307,9,1,4800,240,840,840,8863.476954,0,0,0,600,1800,1800,1800,0,4700,-2900,0,0,0,0
11459.01336,9,1,4800,240,840,840,8863.476954,0,0,0,600,1800,1800,1800,0,4800,-3000,0,0,0,0
11310.03699,9,1,4800,240,960,840,8971.568136,0,0,0,600,1900,1900,1900,0,4700,-2800,0,0,0,0
414.9110176,14,0,10400,1200,0,0,36751.002,0,16754.13327,0,0,24900,3354900,5864700,2509800,0,5864700,0,0,0,0
451.7976045,14,0,10400,1200,0,0,36751.002,0,16754.13327,0,0,24800,3354800,5864700,2509900,0,5864700,0,0,0,0
490.7445544,14,0,10400,1200,0,0,36751.002,0,16754.13327,0,0,24900,3354900,5864800,2509900,0,5864800,0,0,0,0
435.1000582,14,0,10400,1200,0,0,35670.09018,0,16754.13327,0,0,24900,3354900,5864800,2509900,0,5864800,0,0,0,0
424.1363976,14,0,10400,1200,0,0,36751.002,0,16754.13327,0,0,24800,3354800,5864600,2509800,0,5864600,0,0,0,0
6233.430641,12,1,12000,1800,0,0,278983.3417,81068.38677,32427.35471,86472.94589,0,106000,2848000,6184000,3336000,0,6184000,0,0,0,0
6680.146263,12,1,12000,1800,0,0,279091.4329,81068.38677,32427.35471,86472.94589,0,110000,2852000,6187000,3335000,0,6187000,0,0,0,0
6867.49204,12,1,12000,1800,0,0,278875.2505,81068.38677,32427.35471,86472.94589,0,93000,2835000,6171000,3336000,0,6171000,0,0,0,0
6612.9236,12,1,12000,1800,0,0,278442.8858,81068.38677,32427.35471,86472.94589,0,110000,2852000,6188000,3336000,0,6188000,0,0,0,0
6367.931366,12,1,12000,1800,0,0,279631.8888,81068.38677,32427.35471,86472.94589,0,106000,2848000,6184000,3336000,0,6184000,0,0,0,0
4855.299731,12,1,9100,0,0,900,4431.738477,4323.647295,32.42735471,0,0,200,22720,27020,4300,0,27020,0,0,0,0
4899.277178,12,1,9100,0,0,900,4647.920842,4647.920842,10.80911824,0,0,250,770,5070,4300,0,5070,0,0,0,0
4779.412747,12,1,9100,0,0,900,4647.920842,4756.012024,5.404559118,0,0,3060,13580,17880,4300,0,17880,0,0,0,0
4852.322119,12,1,9100,0,0,900,4539.829659,4647.920842,10.80911824,0,0,150,670,4970,4300,0,4970,0,0,0,0
4804.427134,12,1,9100,0,0,900,4323.647295,4323.647295,5.404559118,0,0,1160,18680,22980,4300,0,22980,0,0,0,0
675.0909922,13,1,7200,9600,0,0,49721.94389,0,29000.86423,261580.6613,30000,85000,937000,4937000,4000000,817600,4119400,4430,1.06914565,53160,0.01066031
714.8300502,13,1,7200,9600,0,0,49721.94389,0,29000.86423,261580.6613,30000,85000,928000,4929000,4001000,817600,4111400,4430,1.06914565,53160,0.010677439
737.8844805,13,1,7200,9600,0,0,49721.94389,0,29000.86423,261580.6613,30000,85000,927000,4927000,4000000,817600,4109400,4430,1.06914565,53160,0.01068173
712.3152618,13,1,7200,9600,0,0,49721.94389,0,29000.86423,261580.6613,30000,85000,934000,4934000,4000000,817600,4116400,4430,1.06914565,53160,0.010666727
688.0391261,13,1,7200,9600,0,0,49721.94389,0,29108.95541,261580.6613,30000,85000,942000,4943000,4001000,817600,4125400,4460,1.076385914,53520,0.010719604
4736.216334,13,0,5200,520,0,0,104848.4469,0,0,0,0,37000,91500,1593400,1501900,33000,1560400,825,0.094422,9900,0.005829536
4748.564808,13,0,5200,520,0,0,85392.03407,0,0,0,0,37000,91500,1593400,1501900,33000,1560400,825,0.115935873,9900,0.005897097
5117.952965,13,0,5200,520,0,0,95120.24048,0,0,0,0,37000,91500,1596600,1505100,33000,1563600,825,0.104078795,9900,0.005852031
4873.488113,13,0,5200,520,0,0,97282.06413,0,0,0,0,37000,91500,1590200,1498700,33000,1557200,825,0.101765933,9900,0.005866729
5195.382723,13,0,5200,1040,0,0,92958.41683,0,0,0,0,37000,91500,1593100,1501600,33000,1560100,825,0.106499232,9900,0.005871683
19012.96202,10,0,13000,2600,0,0,75663.82766,0,0,0,1100,5100,29100,228100,199000,40000,188100,850,0.13480682,10200,0.033578718
18129.01031,10,0,13000,2600,0,0,56207.41483,0,0,0,16000,21000,53000,243000,190000,39000,204000,850,0.181470719,10200,0.034090064
18420.72814,10,0,13000,2600,0,0,56207.41483,0,0,0,77000,83000,111000,294000,183000,40000,254000,850,0.181470719,10200,0.029125597
18229.69604,10,0,13000,2600,0,0,78906.56313,0,0,0,58000,65300,97300,331300,234000,40000,291300,850,0.129266814,10200,0.024865521
18048.23815,10,0,13000,2600,0,0,62692.88577,0,0,0,70000,74800,106800,260800,154000,40000,220800,850,0.162697886,10200,0.031530833
9035.074663,13,1,18000,4800,0,0,129709.4188,129709.4188,0,0,75000,80000,87500,577800,490300,148000,429800,1500,0.138771727,18000,0.025441357
9071.299987,13,1,18000,4800,0,0,129709.4188,129709.4188,0,0,75000,80000,88000,579300,491300,148000,431300,1500,0.138771727,18000,0.025387533
13246.653,13,1,18000,4800,0,0,129709.4188,129709.4188,0,0,75000,80000,88000,536300,448300,148000,388300,1500,0.138771727,18000,0.027026645
9316.409849,13,1,18000,4800,0,0,129709.4188,129709.4188,0,0,75000,80000,88500,552900,464400,148000,404900,1500,0.138771727,18000,0.026369399
9914.998181,13,1,18000,4800,0,0,129709.4188,129709.4188,0,0,75000,80000,88100,566400,478300,148000,418400,1500,0.138771727,18000,0.025858004
