"Step","rule_based-run236  n=100 - GDP","rule_based-run236  n=100 - GDP__MIN","rule_based-run236  n=100 - GDP__MAX","independent_ppo-run5  n=100 - GDP","independent_ppo-run5  n=100 - GDP__MIN","independent_ppo-run5  n=100 - GDP__MAX","independent_ppo-run4  n=10 - GDP","independent_ppo-run4  n=10 - GDP__MIN","independent_ppo-run4  n=10 - GDP__MAX","bmfac-run106  n=100 - GDP","bmfac-run106  n=100 - GDP__MIN","bmfac-run106  n=100 - GDP__MAX","maddpg-run36  n=100 - GDP","maddpg-run36  n=100 - GDP__MIN","maddpg-run36  n=100 - GDP__MAX","bmfac-run112  n=10 - GDP","bmfac-run112  n=10 - GDP__MIN","bmfac-run112  n=10 - GDP__MAX","rule_based-run235  n=10 - GDP","rule_based-run235  n=10 - GDP__MIN","rule_based-run235  n=10 - GDP__MAX","maddpg-run35  n=10 - GDP","maddpg-run35  n=10 - GDP__MIN","maddpg-run35  n=10 - GDP__MAX"
"522","730328.4535082729","730328.4535082729","730328.4535082729","654547.6635510343","654547.6635510343","654547.6635510343","284329.0152349438","284329.0152349438","284329.0152349438","707918.1321823301","707918.1321823301","707918.1321823301","8889928.656024955","8889928.656024955","8889928.656024955","919098.5012118578","919098.5012118578","919098.5012118578","8320302.187058143","8320302.187058143","8320302.187058143","5011983.317445515","5011983.317445515","5011983.317445515"
"523","765591.0237475694","765591.0237475694","765591.0237475694","666105.0194639275","666105.0194639275","666105.0194639275","300960.1577582171","300960.1577582171","300960.1577582171","777030.113035252","777030.113035252","777030.113035252","8298389.092310197","8298389.092310197","8298389.092310197","925096.0412381537","925096.0412381537","925096.0412381537","7854867.091819515","7854867.091819515","7854867.091819515","3424132.7043386335","3424132.7043386335","3424132.7043386335"
"524","1226951.8577347063","1226951.8577347063","1226951.8577347063","685817.2134515464","685817.2134515464","685817.2134515464","184792.01070297856","184792.01070297856","184792.01070297856","737327.6072748039","737327.6072748039","737327.6072748039","10582850.653361864","10582850.653361864","10582850.653361864","868657.3327987529","868657.3327987529","868657.3327987529","8574895.94303555","8574895.94303555","8574895.94303555","6812283.56921464","6812283.56921464","6812283.56921464"
"525","764146.0813599813","764146.0813599813","764146.0813599813","677606.3834140853","677606.3834140853","677606.3834140853","252249.6245720027","252249.6245720027","252249.6245720027","739013.399744424","739013.399744424","739013.399744424","8756057.250330215","8756057.250330215","8756057.250330215","900637.6930407325","900637.6930407325","900637.6930407325","7975418.633791527","7975418.633791527","7975418.633791527","4758231.246345843","4758231.246345843","4758231.246345843"
"526","779384.6505527258","779384.6505527258","779384.6505527258","710764.2420249161","710764.2420249161","710764.2420249161","143334.98743427655","143334.98743427655","143334.98743427655","799116.6994896282","799116.6994896282","799116.6994896282","11049247.642734783","11049247.642734783","11049247.642734783","928038.9457186384","928038.9457186384","928038.9457186384","9164941.148685956","9164941.148685956","9164941.148685956","5048165.019447803","5048165.019447803","5048165.019447803"
"527","1308494.5703258244","1308494.5703258244","1308494.5703258244","675427.2027234494","675427.2027234494","675427.2027234494","345870.44165968057","345870.44165968057","345870.44165968057","765692.5802495048","765692.5802495048","765692.5802495048","9204077.877254907","9204077.877254907","9204077.877254907","903504.7087600585","903504.7087600585","903504.7087600585","8842046.908222392","8842046.908222392","8842046.908222392","5506115.308781639","5506115.308781639","5506115.308781639"
"528","768363.2249095651","768363.2249095651","768363.2249095651","658821.0774972345","658821.0774972345","658821.0774972345","199049.40824675627","199049.40824675627","199049.40824675627","776506.3001871646","776506.3001871646","776506.3001871646","9334435.334338477","9334435.334338477","9334435.334338477","895263.9159514544","895263.9159514544","895263.9159514544","7289586.862768207","7289586.862768207","7289586.862768207","6253033.384076305","6253033.384076305","6253033.384076305"
"529","739045.1603745854","739045.1603745854","739045.1603745854","900638.8542559793","900638.8542559793","900638.8542559793","173852.57380569985","173852.57380569985","173852.57380569985","755627.9606196843","755627.9606196843","755627.9606196843","8587512.38896711","8587512.38896711","8587512.38896711","941165.7663483534","941165.7663483534","941165.7663483534","8013443.2023274535","8013443.2023274535","8013443.2023274535","6439720.956794332","6439720.956794332","6439720.956794332"
"530","736332.0942932506","736332.0942932506","736332.0942932506","757367.4314878449","757367.4314878449","757367.4314878449","180393.97083946038","180393.97083946038","180393.97083946038","765854.9806237521","765854.9806237521","765854.9806237521","8494861.661127837","8494861.661127837","8494861.661127837","936739.1265738761","936739.1265738761","936739.1265738761","8196323.961318375","8196323.961318375","8196323.961318375","6534723.430339004","6534723.430339004","6534723.430339004"
"531","1329336.1197706563","1329336.1197706563","1329336.1197706563","787885.4187972904","787885.4187972904","787885.4187972904","331384.690809021","331384.690809021","331384.690809021","808708.1114618338","808708.1114618338","808708.1114618338","7942894.604318129","7942894.604318129","7942894.604318129","947469.9946612939","947469.9946612939","947469.9946612939","7116755.5959632555","7116755.5959632555","7116755.5959632555","6063080.624208531","6063080.624208531","6063080.624208531"
"532","1167513.119526703","1167513.119526703","1167513.119526703","822741.5300506235","822741.5300506235","822741.5300506235","247344.16637007392","247344.16637007392","247344.16637007392","829116.5774943276","829116.5774943276","829116.5774943276","8060886.587279027","8060886.587279027","8060886.587279027","946678.7138092995","946678.7138092995","946678.7138092995","8855791.025577845","8855791.025577845","8855791.025577845","9411020.49335091","9411020.49335091","9411020.49335091"
"533","715842.754140553","715842.754140553","715842.754140553","767415.4630741318","767415.4630741318","767415.4630741318","163681.04624596203","163681.04624596203","163681.04624596203","808053.3478559505","808053.3478559505","808053.3478559505","9070753.755915757","9070753.755915757","9070753.755915757","896918.2442343326","896918.2442343326","896918.2442343326","8166796.538314411","8166796.538314411","8166796.538314411","5934617.540814989","5934617.540814989","5934617.540814989"
"534","752337.4334771108","752337.4334771108","752337.4334771108","767231.0823689749","767231.0823689749","767231.0823689749","183429.8059377811","183429.8059377811","183429.8059377811","829076.487379838","829076.487379838","829076.487379838","9350585.582909776","9350585.582909776","9350585.582909776","891303.9961981906","891303.9961981906","891303.9961981906","8536164.760067128","8536164.760067128","8536164.760067128","3082341.1599980844","3082341.1599980844","3082341.1599980844"
"535","743645.5917500361","743645.5917500361","743645.5917500361","794990.9642674505","794990.9642674505","794990.9642674505","331540.6203692711","331540.6203692711","331540.6203692711","842126.458925819","842126.458925819","842126.458925819","8260319.493021635","8260319.493021635","8260319.493021635","936842.4253308678","936842.4253308678","936842.4253308678","8539852.288352534","8539852.288352534","8539852.288352534","7178196.538158366","7178196.538158366","7178196.538158366"
"536","763533.1734669973","763533.1734669973","763533.1734669973","706810.5588538481","706810.5588538481","706810.5588538481","183681.8075090626","183681.8075090626","183681.8075090626","884500.1414606024","884500.1414606024","884500.1414606024","9496111.993801381","9496111.993801381","9496111.993801381","946092.9085611409","946092.9085611409","946092.9085611409","8177229.720027497","8177229.720027497","8177229.720027497","8085620.6240255255","8085620.6240255255","8085620.6240255255"
"537","749257.2780262413","749257.2780262413","749257.2780262413","793471.3641272736","793471.3641272736","793471.3641272736","252258.29679020867","252258.29679020867","252258.29679020867","828007.5079049435","828007.5079049435","828007.5079049435","9557156.93429071","9557156.93429071","9557156.93429071","923223.6032247891","923223.6032247891","923223.6032247891","8087461.373123539","8087461.373123539","8087461.373123539","5132592.731997682","5132592.731997682","5132592.731997682"
"538","776757.4597148821","776757.4597148821","776757.4597148821","791713.9972721685","791713.9972721685","791713.9972721685","245327.23449235907","245327.23449235907","245327.23449235907","844064.4393578639","844064.4393578639","844064.4393578639","10260057.7870324","10260057.7870324","10260057.7870324","918904.3508329658","918904.3508329658","918904.3508329658","7177515.04363418","7177515.04363418","7177515.04363418","6542375.986927173","6542375.986927173","6542375.986927173"
"539","739941.7396537474","739941.7396537474","739941.7396537474","794663.0076961893","794663.0076961893","794663.0076961893","166359.87389255772","166359.87389255772","166359.87389255772","840340.0523116166","840340.0523116166","840340.0523116166","8949367.109500302","8949367.109500302","8949367.109500302","938382.2921208168","938382.2921208168","938382.2921208168","7428916.540406947","7428916.540406947","7428916.540406947","9248965.412429344","9248965.412429344","9248965.412429344"
"540","728408.1720561698","728408.1720561698","728408.1720561698","820274.3418441289","820274.3418441289","820274.3418441289","160143.72387738872","160143.72387738872","160143.72387738872","843151.1103340022","843151.1103340022","843151.1103340022","8997815.514990095","8997815.514990095","8997815.514990095","910537.1728643747","910537.1728643747","910537.1728643747","7713139.187920052","7713139.187920052","7713139.187920052","4974103.435801986","4974103.435801986","4974103.435801986"
"541","753870.021800706","753870.021800706","753870.021800706","771282.3853529034","771282.3853529034","771282.3853529034","146765.99684053665","146765.99684053665","146765.99684053665","836599.9357984242","836599.9357984242","836599.9357984242","7909362.875407034","7909362.875407034","7909362.875407034","898241.1049850887","898241.1049850887","898241.1049850887","7480768.15912316","7480768.15912316","7480768.15912316","5340977.801269023","5340977.801269023","5340977.801269023"
"542","1275552.0356470062","1275552.0356470062","1275552.0356470062","823678.514566659","823678.514566659","823678.514566659","251473.94569179806","251473.94569179806","251473.94569179806","870285.8027277661","870285.8027277661","870285.8027277661","7377083.718011563","7377083.718011563","7377083.718011563","933981.1747201023","933981.1747201023","933981.1747201023","8497803.338477511","8497803.338477511","8497803.338477511","6990393.900294572","6990393.900294572","6990393.900294572"
"543","742266.9315817046","742266.9315817046","742266.9315817046","800585.7202163178","800585.7202163178","800585.7202163178","123203.40451215093","123203.40451215093","123203.40451215093","850535.2977972594","850535.2977972594","850535.2977972594","10141015.015651505","10141015.015651505","10141015.015651505","948003.7948422951","948003.7948422951","948003.7948422951","8880135.448720206","8880135.448720206","8880135.448720206","3424851.490666522","3424851.490666522","3424851.490666522"
"544","730373.2519728006","730373.2519728006","730373.2519728006","799862.7405430803","799862.7405430803","799862.7405430803","203705.99510881223","203705.99510881223","203705.99510881223","839989.007816477","839989.007816477","839989.007816477","8885616.695205154","8885616.695205154","8885616.695205154","896531.0070375206","896531.0070375206","896531.0070375206","7102590.792425656","7102590.792425656","7102590.792425656","7829047.080463893","7829047.080463893","7829047.080463893"
"545","733883.0465492407","733883.0465492407","733883.0465492407","835038.8456908247","835038.8456908247","835038.8456908247","243488.0482579708","243488.0482579708","243488.0482579708","874816.8286499095","874816.8286499095","874816.8286499095","16622911.009468153","16622911.009468153","16622911.009468153","937070.9197796409","937070.9197796409","937070.9197796409","9728219.194349311","9728219.194349311","9728219.194349311","3342314.6545513035","3342314.6545513035","3342314.6545513035"
"546","743516.8105422113","743516.8105422113","743516.8105422113","794713.825036766","794713.825036766","794713.825036766","179064.43936581977","179064.43936581977","179064.43936581977","829814.9887462256","829814.9887462256","829814.9887462256","8669249.332789306","8669249.332789306","8669249.332789306","936070.8432490388","936070.8432490388","936070.8432490388","7487601.640323402","7487601.640323402","7487601.640323402","5971719.068935094","5971719.068935094","5971719.068935094"
"547","770224.6751332318","770224.6751332318","770224.6751332318","761505.6341139859","761505.6341139859","761505.6341139859","243791.02016652687","243791.02016652687","243791.02016652687","855392.8404676006","855392.8404676006","855392.8404676006","14757204.472537106","14757204.472537106","14757204.472537106","930326.9546276949","930326.9546276949","930326.9546276949","6866720.303862988","6866720.303862988","6866720.303862988","5891400.884388481","5891400.884388481","5891400.884388481"
"548","771247.3863469537","771247.3863469537","771247.3863469537","797058.4307741697","797058.4307741697","797058.4307741697","144752.43747196457","144752.43747196457","144752.43747196457","873078.9753578536","873078.9753578536","873078.9753578536","8885850.653546957","8885850.653546957","8885850.653546957","987160.1984022481","987160.1984022481","987160.1984022481","8178424.1579094","8178424.1579094","8178424.1579094","5064479.411602643","5064479.411602643","5064479.411602643"
"549","717365.6223797642","717365.6223797642","717365.6223797642","789051.5381662543","789051.5381662543","789051.5381662543","186597.66989789964","186597.66989789964","186597.66989789964","857907.4688224696","857907.4688224696","857907.4688224696","7086101.142094531","7086101.142094531","7086101.142094531","957440.0217353847","957440.0217353847","957440.0217353847","7352317.587419378","7352317.587419378","7352317.587419378","6681169.912148013","6681169.912148013","6681169.912148013"
"550","740039.0605572667","740039.0605572667","740039.0605572667","811697.2023750899","811697.2023750899","811697.2023750899","283762.27386907855","283762.27386907855","283762.27386907855","857667.4156068936","857667.4156068936","857667.4156068936","8736689.651167234","8736689.651167234","8736689.651167234","958869.7926502952","958869.7926502952","958869.7926502952","7757344.103821876","7757344.103821876","7757344.103821876","6713737.635672549","6713737.635672549","6713737.635672549"
"551","746479.1266749691","746479.1266749691","746479.1266749691","793124.5736425255","793124.5736425255","793124.5736425255","201756.4603773629","201756.4603773629","201756.4603773629","843097.2704802293","843097.2704802293","843097.2704802293","8216866.656551356","8216866.656551356","8216866.656551356","931442.2078702465","931442.2078702465","931442.2078702465","8402720.659024043","8402720.659024043","8402720.659024043","5394624.588749501","5394624.588749501","5394624.588749501"
"552","770488.4196067607","770488.4196067607","770488.4196067607","771100.1821940751","771100.1821940751","771100.1821940751","264547.74555612606","264547.74555612606","264547.74555612606","836049.3814194321","836049.3814194321","836049.3814194321","9672099.617527956","9672099.617527956","9672099.617527956","940233.4910858298","940233.4910858298","940233.4910858298","8366611.251952829","8366611.251952829","8366611.251952829","5570156.443640311","5570156.443640311","5570156.443640311"
"553","768249.1781704308","768249.1781704308","768249.1781704308","802258.3276233514","802258.3276233514","802258.3276233514","173118.7952689437","173118.7952689437","173118.7952689437","833951.0406545763","833951.0406545763","833951.0406545763","8191581.518959031","8191581.518959031","8191581.518959031","952524.2446139634","952524.2446139634","952524.2446139634","9024342.402646413","9024342.402646413","9024342.402646413","5974787.30055277","5974787.30055277","5974787.30055277"
"554","774485.4955391411","774485.4955391411","774485.4955391411","807764.1005452211","807764.1005452211","807764.1005452211","216513.57699450865","216513.57699450865","216513.57699450865","841763.313269428","841763.313269428","841763.313269428","8156037.706152923","8156037.706152923","8156037.706152923","968085.6646824206","968085.6646824206","968085.6646824206","8025630.336235119","8025630.336235119","8025630.336235119","6907971.331834938","6907971.331834938","6907971.331834938"
"555","725920.231716196","725920.231716196","725920.231716196","792633.5568286803","792633.5568286803","792633.5568286803","274267.6508008416","274267.6508008416","274267.6508008416","830152.5659394076","830152.5659394076","830152.5659394076","9009924.25271302","9009924.25271302","9009924.25271302","944480.9595686803","944480.9595686803","944480.9595686803","7168933.284031086","7168933.284031086","7168933.284031086","8691159.380987624","8691159.380987624","8691159.380987624"
"556","758505.9192575687","758505.9192575687","758505.9192575687","638696.3057544976","638696.3057544976","638696.3057544976","243814.07725952545","243814.07725952545","243814.07725952545","878436.197489031","878436.197489031","878436.197489031","8412617.215366289","8412617.215366289","8412617.215366289","906197.652431682","906197.652431682","906197.652431682","7743770.069508443","7743770.069508443","7743770.069508443","7244896.049559559","7244896.049559559","7244896.049559559"
"557","763279.5990615528","763279.5990615528","763279.5990615528","867785.8347758573","867785.8347758573","867785.8347758573","166142.2368828222","166142.2368828222","166142.2368828222","871570.1737279063","871570.1737279063","871570.1737279063","15244205.959270805","15244205.959270805","15244205.959270805","923236.2571894985","923236.2571894985","923236.2571894985","7987528.881458396","7987528.881458396","7987528.881458396","6526547.979344534","6526547.979344534","6526547.979344534"
"558","722569.8869931704","722569.8869931704","722569.8869931704","723451.7994166185","723451.7994166185","723451.7994166185","188606.94629062212","188606.94629062212","188606.94629062212","830334.9885719132","830334.9885719132","830334.9885719132","11158816.45136197","11158816.45136197","11158816.45136197","943510.5288127331","943510.5288127331","943510.5288127331","7448003.850774755","7448003.850774755","7448003.850774755","6688762.696920271","6688762.696920271","6688762.696920271"
"559","1313741.204752344","1313741.204752344","1313741.204752344","763287.9325484022","763287.9325484022","763287.9325484022","220196.0701222461","220196.0701222461","220196.0701222461","857401.562973747","857401.562973747","857401.562973747","8082493.064848326","8082493.064848326","8082493.064848326","932630.4708863482","932630.4708863482","932630.4708863482","8732585.291048173","8732585.291048173","8732585.291048173","4246267.856601816","4246267.856601816","4246267.856601816"
"560","756323.2232077917","756323.2232077917","756323.2232077917","790944.8599779996","790944.8599779996","790944.8599779996","224207.3084347364","224207.3084347364","224207.3084347364","815545.2058084346","815545.2058084346","815545.2058084346","9260753.732651062","9260753.732651062","9260753.732651062","945609.9162547846","945609.9162547846","945609.9162547846","6845430.27109191","6845430.27109191","6845430.27109191","6217047.914222483","6217047.914222483","6217047.914222483"
"561","757964.7101739781","757964.7101739781","757964.7101739781","709951.9993283849","709951.9993283849","709951.9993283849","239783.12955703368","239783.12955703368","239783.12955703368","854078.2204063286","854078.2204063286","854078.2204063286","9901854.09472377","9901854.09472377","9901854.09472377","955185.960058951","955185.960058951","955185.960058951","7637544.337211001","7637544.337211001","7637544.337211001","4844965.83561321","4844965.83561321","4844965.83561321"
"562","756364.7022439662","756364.7022439662","756364.7022439662","707366.9349843013","707366.9349843013","707366.9349843013","235650.0138932565","235650.0138932565","235650.0138932565","848125.2538922675","848125.2538922675","848125.2538922675","15368376.106637847","15368376.106637847","15368376.106637847","925725.1675763552","925725.1675763552","925725.1675763552","8183425.502678446","8183425.502678446","8183425.502678446","3765238.3072633543","3765238.3072633543","3765238.3072633543"
"563","724771.6129718644","724771.6129718644","724771.6129718644","686099.7012185614","686099.7012185614","686099.7012185614","149838.91140992547","149838.91140992547","149838.91140992547","852519.967418981","852519.967418981","852519.967418981","9441336.295802053","9441336.295802053","9441336.295802053","932057.6219101172","932057.6219101172","932057.6219101172","8247312.5246190475","8247312.5246190475","8247312.5246190475","7415717.334748202","7415717.334748202","7415717.334748202"
"564","758316.1391343767","758316.1391343767","758316.1391343767","729582.1718018273","729582.1718018273","729582.1718018273","258771.65138513374","258771.65138513374","258771.65138513374","883385.0680454196","883385.0680454196","883385.0680454196","10248214.286084026","10248214.286084026","10248214.286084026","1001527.6722205542","1001527.6722205542","1001527.6722205542","7718163.82533292","7718163.82533292","7718163.82533292","7548517.06408704","7548517.06408704","7548517.06408704"
"565","759877.6133445122","759877.6133445122","759877.6133445122","650840.4251396862","650840.4251396862","650840.4251396862","142610.11655054137","142610.11655054137","142610.11655054137","856855.4734569667","856855.4734569667","856855.4734569667","7961675.029409247","7961675.029409247","7961675.029409247","890463.923231855","890463.923231855","890463.923231855","8337069.899558969","8337069.899558969","8337069.899558969","6397080.027968243","6397080.027968243","6397080.027968243"
"566","755511.9654090854","755511.9654090854","755511.9654090854","659321.125029949","659321.125029949","659321.125029949","252299.7952869574","252299.7952869574","252299.7952869574","894569.177120282","894569.177120282","894569.177120282","8587030.500305032","8587030.500305032","8587030.500305032","970311.5949786535","970311.5949786535","970311.5949786535","7443446.434326405","7443446.434326405","7443446.434326405","3914366.0399763808","3914366.0399763808","3914366.0399763808"
"567","777024.6046216192","777024.6046216192","777024.6046216192","702153.5165257948","702153.5165257948","702153.5165257948","238938.80787931525","238938.80787931525","238938.80787931525","883058.6935331285","883058.6935331285","883058.6935331285","8007267.32030468","8007267.32030468","8007267.32030468","964107.6374924347","964107.6374924347","964107.6374924347","7253293.334004234","7253293.334004234","7253293.334004234","7094970.944193839","7094970.944193839","7094970.944193839"
"568","749463.7469173669","749463.7469173669","749463.7469173669","634353.0239060838","634353.0239060838","634353.0239060838","236857.06817643507","236857.06817643507","236857.06817643507","863428.8967026696","863428.8967026696","863428.8967026696","7693992.002584778","7693992.002584778","7693992.002584778","905976.3287253038","905976.3287253038","905976.3287253038","7982349.7756755045","7982349.7756755045","7982349.7756755045","196325387.18573007","196325387.18573007","196325387.18573007"
"569","761188.1097739576","761188.1097739576","761188.1097739576","688260.4677930995","688260.4677930995","688260.4677930995","200329.77620356006","200329.77620356006","200329.77620356006","862522.1890242925","862522.1890242925","862522.1890242925","10607129.080933562","10607129.080933562","10607129.080933562","955521.5437710758","955521.5437710758","955521.5437710758","8430029.402294297","8430029.402294297","8430029.402294297","2694024.0447921394","2694024.0447921394","2694024.0447921394"
"570","723772.9204138243","723772.9204138243","723772.9204138243","689089.3493278364","689089.3493278364","689089.3493278364","259150.0431163969","259150.0431163969","259150.0431163969","894487.7509935524","894487.7509935524","894487.7509935524","11023923.956099536","11023923.956099536","11023923.956099536","894875.1014448175","894875.1014448175","894875.1014448175","9211863.166743789","9211863.166743789","9211863.166743789","5794515.292773124","5794515.292773124","5794515.292773124"
"571","764054.6417325729","764054.6417325729","764054.6417325729","688149.0137178896","688149.0137178896","688149.0137178896","264609.66191423155","264609.66191423155","264609.66191423155","881091.6677512971","881091.6677512971","881091.6677512971","10232282.714715838","10232282.714715838","10232282.714715838","919010.4015031718","919010.4015031718","919010.4015031718","7449159.133423529","7449159.133423529","7449159.133423529","7754860.096198864","7754860.096198864","7754860.096198864"
"572","760963.6716764071","760963.6716764071","760963.6716764071","650302.2664724757","650302.2664724757","650302.2664724757","234082.40727976366","234082.40727976366","234082.40727976366","895828.1698477094","895828.1698477094","895828.1698477094","9661805.057467224","9661805.057467224","9661805.057467224","949376.4255760843","949376.4255760843","949376.4255760843","7212808.749947033","7212808.749947033","7212808.749947033","4380296.117815243","4380296.117815243","4380296.117815243"
"573","747419.1358417938","747419.1358417938","747419.1358417938","711032.3667129754","711032.3667129754","711032.3667129754","269366.8994236467","269366.8994236467","269366.8994236467","895184.8622776801","895184.8622776801","895184.8622776801","8608657.793449482","8608657.793449482","8608657.793449482","960009.601380551","960009.601380551","960009.601380551","8018593.625332748","8018593.625332748","8018593.625332748","5695557.960803692","5695557.960803692","5695557.960803692"
"574","1178355.1303259914","1178355.1303259914","1178355.1303259914","700488.9978131959","700488.9978131959","700488.9978131959","199495.16083520188","199495.16083520188","199495.16083520188","850797.5111535743","850797.5111535743","850797.5111535743","9062399.714867102","9062399.714867102","9062399.714867102","959498.1530322455","959498.1530322455","959498.1530322455","8327930.011483014","8327930.011483014","8327930.011483014","7065656.710533638","7065656.710533638","7065656.710533638"
"575","738790.2340928195","738790.2340928195","738790.2340928195","671371.5425858161","671371.5425858161","671371.5425858161","216014.42741454195","216014.42741454195","216014.42741454195","863888.905334658","863888.905334658","863888.905334658","8398256.021367317","8398256.021367317","8398256.021367317","921147.1106429758","921147.1106429758","921147.1106429758","7227160.5249178605","7227160.5249178605","7227160.5249178605","8980205.944384476","8980205.944384476","8980205.944384476"
"576","751198.5210971249","751198.5210971249","751198.5210971249","724872.8148162119","724872.8148162119","724872.8148162119","199458.05887889452","199458.05887889452","199458.05887889452","889468.4477980973","889468.4477980973","889468.4477980973","10355463.335402492","10355463.335402492","10355463.335402492","937440.0478437819","937440.0478437819","937440.0478437819","8919733.501235448","8919733.501235448","8919733.501235448","5769773.735351294","5769773.735351294","5769773.735351294"
"577","745248.791746649","745248.791746649","745248.791746649","670666.4033605603","670666.4033605603","670666.4033605603","279779.4339643559","279779.4339643559","279779.4339643559","849143.5667690247","849143.5667690247","849143.5667690247","9765836.577940874","9765836.577940874","9765836.577940874","919721.0185854997","919721.0185854997","919721.0185854997","7131909.613277388","7131909.613277388","7131909.613277388","5215081.325957687","5215081.325957687","5215081.325957687"
"578","742444.3242084596","742444.3242084596","742444.3242084596","710853.781814322","710853.781814322","710853.781814322","260903.1175008767","260903.1175008767","260903.1175008767","1140900.5058569661","1140900.5058569661","1140900.5058569661","7734774.746815006","7734774.746815006","7734774.746815006","946353.5048569472","946353.5048569472","946353.5048569472","8298174.167147469","8298174.167147469","8298174.167147469","5545075.006480132","5545075.006480132","5545075.006480132"
"579","715051.9819966862","715051.9819966862","715051.9819966862","654925.6579422924","654925.6579422924","654925.6579422924","249194.018329477","249194.018329477","249194.018329477","869710.1895502042","869710.1895502042","869710.1895502042","9133888.286788162","9133888.286788162","9133888.286788162","853607.2188492859","853607.2188492859","853607.2188492859","7372022.40140161","7372022.40140161","7372022.40140161","7670421.429716653","7670421.429716653","7670421.429716653"
"580","762989.4642641983","762989.4642641983","762989.4642641983","698580.7654660859","698580.7654660859","698580.7654660859","185588.56422587452","185588.56422587452","185588.56422587452","869566.9406862758","869566.9406862758","869566.9406862758","8472896.807559589","8472896.807559589","8472896.807559589","696836.3037662449","696836.3037662449","696836.3037662449","8036210.163576471","8036210.163576471","8036210.163576471","6075961.256127201","6075961.256127201","6075961.256127201"
"581","752692.9953324269","752692.9953324269","752692.9953324269","653385.6635589857","653385.6635589857","653385.6635589857","234307.43134369745","234307.43134369745","234307.43134369745","891284.5705359455","891284.5705359455","891284.5705359455","6672024.735703082","6672024.735703082","6672024.735703082","637386.8198886384","637386.8198886384","637386.8198886384","7163116.804313998","7163116.804313998","7163116.804313998","6465985.56010519","6465985.56010519","6465985.56010519"
"582","1165305.1233892601","1165305.1233892601","1165305.1233892601","728691.665685698","728691.665685698","728691.665685698","190549.3116409176","190549.3116409176","190549.3116409176","885479.6826193698","885479.6826193698","885479.6826193698","9090433.13866376","9090433.13866376","9090433.13866376","739134.6299447635","739134.6299447635","739134.6299447635","8536414.804579921","8536414.804579921","8536414.804579921","6378925.278784905","6378925.278784905","6378925.278784905"
"583","724704.1782707259","724704.1782707259","724704.1782707259","683336.0863079659","683336.0863079659","683336.0863079659","225262.65595522945","225262.65595522945","225262.65595522945","841038.5806128144","841038.5806128144","841038.5806128144","9147700.89699696","9147700.89699696","9147700.89699696","766825.0451599229","766825.0451599229","766825.0451599229","8647327.403632721","8647327.403632721","8647327.403632721","6735399.851338818","6735399.851338818","6735399.851338818"
"584","753496.3540242796","753496.3540242796","753496.3540242796","709254.865138907","709254.865138907","709254.865138907","207884.15251013573","207884.15251013573","207884.15251013573","875668.2484704942","875668.2484704942","875668.2484704942","9407340.63327258","9407340.63327258","9407340.63327258","706081.3467263731","706081.3467263731","706081.3467263731","7847081.830895568","7847081.830895568","7847081.830895568","4906060.295260929","4906060.295260929","4906060.295260929"
"585","750178.7104315833","750178.7104315833","750178.7104315833","698501.1072680756","698501.1072680756","698501.1072680756","265075.7753965349","265075.7753965349","265075.7753965349","876222.6384392526","876222.6384392526","876222.6384392526","8624434.010390896","8624434.010390896","8624434.010390896","797145.6465505073","797145.6465505073","797145.6465505073","7801250.361932443","7801250.361932443","7801250.361932443","6928200.826870047","6928200.826870047","6928200.826870047"
"586","761659.0883941035","761659.0883941035","761659.0883941035","726262.3206895769","726262.3206895769","726262.3206895769","296421.19250102993","296421.19250102993","296421.19250102993","835294.0426303671","835294.0426303671","835294.0426303671","14275102.817636527","14275102.817636527","14275102.817636527","794903.6192553353","794903.6192553353","794903.6192553353","8545014.842034956","8545014.842034956","8545014.842034956","6333571.875483538","6333571.875483538","6333571.875483538"
"587","751550.9633272914","751550.9633272914","751550.9633272914","674558.8498914966","674558.8498914966","674558.8498914966","154848.95624710844","154848.95624710844","154848.95624710844","864703.2518183239","864703.2518183239","864703.2518183239","10193470.0964815","10193470.0964815","10193470.0964815","840170.6924243221","840170.6924243221","840170.6924243221","7950099.934654056","7950099.934654056","7950099.934654056","5185159.238693726","5185159.238693726","5185159.238693726"
"588","764587.8382124634","764587.8382124634","764587.8382124634","674061.5019816445","674061.5019816445","674061.5019816445","191715.98620492566","191715.98620492566","191715.98620492566","836746.1677123973","836746.1677123973","836746.1677123973","13782956.177502358","13782956.177502358","13782956.177502358","909118.8053278208","909118.8053278208","909118.8053278208","7987687.446891009","7987687.446891009","7987687.446891009","7956608.917141181","7956608.917141181","7956608.917141181"
"589","794881.2375808939","794881.2375808939","794881.2375808939","660036.9173179957","660036.9173179957","660036.9173179957","229890.48037733175","229890.48037733175","229890.48037733175","872207.1796794325","872207.1796794325","872207.1796794325","8057848.10103098","8057848.10103098","8057848.10103098","876098.5168435436","876098.5168435436","876098.5168435436","6963901.52557765","6963901.52557765","6963901.52557765","9787250.57997614","9787250.57997614","9787250.57997614"
"590","748011.5477390299","748011.5477390299","748011.5477390299","632289.6336879702","632289.6336879702","632289.6336879702","172890.72260015403","172890.72260015403","172890.72260015403","832584.899575133","832584.899575133","832584.899575133","8153480.942949219","8153480.942949219","8153480.942949219","886749.660305437","886749.660305437","886749.660305437","8551459.364299947","8551459.364299947","8551459.364299947","5759649.13911888","5759649.13911888","5759649.13911888"
