"Step","rule_based-run236  n=100 - GDP","rule_based-run236  n=100 - GDP__MIN","rule_based-run236  n=100 - GDP__MAX","independent_ppo-run5  n=100 - GDP","independent_ppo-run5  n=100 - GDP__MIN","independent_ppo-run5  n=100 - GDP__MAX","independent_ppo-run4  n=10 - GDP","independent_ppo-run4  n=10 - GDP__MIN","independent_ppo-run4  n=10 - GDP__MAX","bmfac-run106  n=100 - GDP","bmfac-run106  n=100 - GDP__MIN","bmfac-run106  n=100 - GDP__MAX","maddpg-run36  n=100 - GDP","maddpg-run36  n=100 - GDP__MIN","maddpg-run36  n=100 - GDP__MAX","bmfac-run112  n=10 - GDP","bmfac-run112  n=10 - GDP__MIN","bmfac-run112  n=10 - GDP__MAX","rule_based-run235  n=10 - GDP","rule_based-run235  n=10 - GDP__MIN","rule_based-run235  n=10 - GDP__MAX","maddpg-run35  n=10 - GDP","maddpg-run35  n=10 - GDP__MIN","maddpg-run35  n=10 - GDP__MAX"
"3580","","","","","","","","","","1110469.730949175","1110469.730949175","1110469.730949175","","","","598471.7399130071","598471.7399130071","598471.7399130071","","","","","",""
"3581","","","","","","","","","","1144436.3903903367","1144436.3903903367","1144436.3903903367","","","","581027.1241832762","581027.1241832762","581027.1241832762","","","","","",""
"3582","","","","","","","","","","1160862.4349632259","1160862.4349632259","1160862.4349632259","","","","617863.4595200254","617863.4595200254","617863.4595200254","","","","","",""
"3583","","","","","","","","","","1105513.3176663823","1105513.3176663823","1105513.3176663823","","","","596637.0850309139","596637.0850309139","596637.0850309139","","","","","",""
"3584","","","","","","","","","","1121605.0425198397","1121605.0425198397","1121605.0425198397","","","","596129.921473915","596129.921473915","596129.921473915","","","","","",""
"3585","","","","","","","","","","1146819.6162802442","1146819.6162802442","1146819.6162802442","","","","626858.3194754666","626858.3194754666","626858.3194754666","","","","","",""
"3586","","","","","","","","","","1129753.681657467","1129753.681657467","1129753.681657467","","","","620364.9413274634","620364.9413274634","620364.9413274634","","","","","",""
"3587","","","","","","","","","","1092663.770974511","1092663.770974511","1092663.770974511","","","","585855.7897254163","585855.7897254163","585855.7897254163","","","","","",""
"3588","","","","","","","","","","1119799.5408218827","1119799.5408218827","1119799.5408218827","","","","612490.5692311573","612490.5692311573","612490.5692311573","","","","","",""
"3589","","","","","","","","","","1076703.8600395652","1076703.8600395652","1076703.8600395652","","","","604791.1754133828","604791.1754133828","604791.1754133828","","","","","",""
"3590","","","","","","","","","","1122920.716169027","1122920.716169027","1122920.716169027","","","","602020.2566943088","602020.2566943088","602020.2566943088","","","","","",""
"3591","","","","","","","","","","1079759.4316561124","1079759.4316561124","1079759.4316561124","","","","611366.9029207751","611366.9029207751","611366.9029207751","","","","","",""
"3592","","","","","","","","","","1125992.0480426918","1125992.0480426918","1125992.0480426918","","","","633191.1737033754","633191.1737033754","633191.1737033754","","","","","",""
"3593","","","","","","","","","","1103755.8524340314","1103755.8524340314","1103755.8524340314","","","","615633.00369784","615633.00369784","615633.00369784","","","","","",""
"3594","","","","","","","","","","1108474.8761987411","1108474.8761987411","1108474.8761987411","","","","597374.3742085136","597374.3742085136","597374.3742085136","","","","","",""
"3595","","","","","","","","","","1094622.7259948342","1094622.7259948342","1094622.7259948342","","","","631896.9725706999","631896.9725706999","631896.9725706999","","","","","",""
"3596","","","","","","","","","","1137147.4841760083","1137147.4841760083","1137147.4841760083","","","","623267.9790040164","623267.9790040164","623267.9790040164","","","","","",""
"3597","","","","","","","","","","1109880.8335442566","1109880.8335442566","1109880.8335442566","","","","604782.2434593551","604782.2434593551","604782.2434593551","","","","","",""
"3598","","","","","","","","","","1077230.287695782","1077230.287695782","1077230.287695782","","","","591676.593708055","591676.593708055","591676.593708055","","","","","",""
"3599","","","","","","","","","","1101433.677055947","1101433.677055947","1101433.677055947","","","","620074.1291121922","620074.1291121922","620074.1291121922","","","","","",""
"3600","","","","","","","","","","1145644.7323082178","1145644.7323082178","1145644.7323082178","","","","597111.2201428284","597111.2201428284","597111.2201428284","","","","","",""
"3601","","","","","","","","","","1132642.9156892423","1132642.9156892423","1132642.9156892423","","","","596980.5632715522","596980.5632715522","596980.5632715522","","","","","",""
"3602","","","","","","","","","","1129196.955665179","1129196.955665179","1129196.955665179","","","","585143.8351763133","585143.8351763133","585143.8351763133","","","","","",""
"3603","","","","","","","","","","1158726.276891108","1158726.276891108","1158726.276891108","","","","600040.05716737","600040.05716737","600040.05716737","","","","","",""
"3604","","","","","","","","","","1114659.8393696533","1114659.8393696533","1114659.8393696533","","","","614311.9646053521","614311.9646053521","614311.9646053521","","","","","",""
"3605","","","","","","","","","","1101188.9703890062","1101188.9703890062","1101188.9703890062","","","","627678.473033678","627678.473033678","627678.473033678","","","","","",""
"3606","","","","","","","","","","1074484.90529729","1074484.90529729","1074484.90529729","","","","589298.8979921486","589298.8979921486","589298.8979921486","","","","","",""
"3607","","","","","","","","","","1115116.2907122893","1115116.2907122893","1115116.2907122893","","","","595357.2433859044","595357.2433859044","595357.2433859044","","","","","",""
"3608","","","","","","","","","","1110910.1452929531","1110910.1452929531","1110910.1452929531","","","","603677.0386333761","603677.0386333761","603677.0386333761","","","","","",""
"3609","","","","","","","","","","1102177.5187447402","1102177.5187447402","1102177.5187447402","","","","610255.3057921568","610255.3057921568","610255.3057921568","","","","","",""
"3610","","","","","","","","","","1168776.4423818819","1168776.4423818819","1168776.4423818819","","","","596148.5726919266","596148.5726919266","596148.5726919266","","","","","",""
"3611","","","","","","","","","","1096219.4781243638","1096219.4781243638","1096219.4781243638","","","","624743.3383014195","624743.3383014195","624743.3383014195","","","","","",""
"3612","","","","","","","","","","1121854.6150594964","1121854.6150594964","1121854.6150594964","","","","611115.3490921308","611115.3490921308","611115.3490921308","","","","","",""
"3613","","","","","","","","","","1119972.4279764753","1119972.4279764753","1119972.4279764753","","","","600571.7905608702","600571.7905608702","600571.7905608702","","","","","",""
"3614","","","","","","","","","","1135364.1319344402","1135364.1319344402","1135364.1319344402","","","","609725.8187521895","609725.8187521895","609725.8187521895","","","","","",""
"3615","","","","","","","","","","1112319.5335135465","1112319.5335135465","1112319.5335135465","","","","612089.541103287","612089.541103287","612089.541103287","","","","","",""
"3616","","","","","","","","","","1184184.375176501","1184184.375176501","1184184.375176501","","","","592590.1899150305","592590.1899150305","592590.1899150305","","","","","",""
"3617","","","","","","","","","","1113939.1534245093","1113939.1534245093","1113939.1534245093","","","","616591.2431637526","616591.2431637526","616591.2431637526","","","","","",""
"3618","","","","","","","","","","1101517.5719435508","1101517.5719435508","1101517.5719435508","","","","615610.4024058317","615610.4024058317","615610.4024058317","","","","","",""
"3619","","","","","","","","","","1126634.8571646628","1126634.8571646628","1126634.8571646628","","","","616711.4600687503","616711.4600687503","616711.4600687503","","","","","",""
"3620","","","","","","","","","","1134665.5449220282","1134665.5449220282","1134665.5449220282","","","","620430.4172776181","620430.4172776181","620430.4172776181","","","","","",""
"3621","","","","","","","","","","1179065.4733734387","1179065.4733734387","1179065.4733734387","","","","606775.8064784838","606775.8064784838","606775.8064784838","","","","","",""
"3622","","","","","","","","","","1113672.6122399434","1113672.6122399434","1113672.6122399434","","","","593330.4808459169","593330.4808459169","593330.4808459169","","","","","",""
"3623","","","","","","","","","","1106501.1543054231","1106501.1543054231","1106501.1543054231","","","","606778.7963358909","606778.7963358909","606778.7963358909","","","","","",""
"3624","","","","","","","","","","1115593.0559981777","1115593.0559981777","1115593.0559981777","","","","597025.0050623827","597025.0050623827","597025.0050623827","","","","","",""
"3625","","","","","","","","","","1123779.303889493","1123779.303889493","1123779.303889493","","","","600776.8768640023","600776.8768640023","600776.8768640023","","","","","",""
"3626","","","","","","","","","","1092452.1953736588","1092452.1953736588","1092452.1953736588","","","","588189.8781991719","588189.8781991719","588189.8781991719","","","","","",""
"3627","","","","","","","","","","1089815.0933155096","1089815.0933155096","1089815.0933155096","","","","584442.6396198609","584442.6396198609","584442.6396198609","","","","","",""
"3628","","","","","","","","","","1096003.869235916","1096003.869235916","1096003.869235916","","","","607595.7551033115","607595.7551033115","607595.7551033115","","","","","",""
"3629","","","","","","","","","","1094161.0443156005","1094161.0443156005","1094161.0443156005","","","","618672.8340480253","618672.8340480253","618672.8340480253","","","","","",""
"3630","","","","","","","","","","1124761.6166650183","1124761.6166650183","1124761.6166650183","","","","634911.4795109478","634911.4795109478","634911.4795109478","","","","","",""
"3631","","","","","","","","","","1128899.6154501236","1128899.6154501236","1128899.6154501236","","","","604493.0741006526","604493.0741006526","604493.0741006526","","","","","",""
"3632","","","","","","","","","","1110954.0428831757","1110954.0428831757","1110954.0428831757","","","","622172.1226719314","622172.1226719314","622172.1226719314","","","","","",""
"3633","","","","","","","","","","1085207.0594921303","1085207.0594921303","1085207.0594921303","","","","608078.8669382865","608078.8669382865","608078.8669382865","","","","","",""
"3634","","","","","","","","","","1124582.9329580888","1124582.9329580888","1124582.9329580888","","","","616509.9927011995","616509.9927011995","616509.9927011995","","","","","",""
"3635","","","","","","","","","","1139265.614807048","1139265.614807048","1139265.614807048","","","","615401.1375798146","615401.1375798146","615401.1375798146","","","","","",""
"3636","","","","","","","","","","1128173.396459678","1128173.396459678","1128173.396459678","","","","601283.2771199222","601283.2771199222","601283.2771199222","","","","","",""
"3637","","","","","","","","","","1120016.5998539268","1120016.5998539268","1120016.5998539268","","","","599582.9270384976","599582.9270384976","599582.9270384976","","","","","",""
"3638","","","","","","","","","","1135531.9944870155","1135531.9944870155","1135531.9944870155","","","","594206.803527408","594206.803527408","594206.803527408","","","","","",""
"3639","","","","","","","","","","1125175.4929535196","1125175.4929535196","1125175.4929535196","","","","589115.5895681932","589115.5895681932","589115.5895681932","","","","","",""
"3640","","","","","","","","","","1119060.247626171","1119060.247626171","1119060.247626171","","","","610648.1155402088","610648.1155402088","610648.1155402088","","","","","",""
"3641","","","","","","","","","","1125999.816367533","1125999.816367533","1125999.816367533","","","","617190.1761222396","617190.1761222396","617190.1761222396","","","","","",""
"3642","","","","","","","","","","1080951.5059690515","1080951.5059690515","1080951.5059690515","","","","597329.8438241889","597329.8438241889","597329.8438241889","","","","","",""
"3643","","","","","","","","","","1073668.149618363","1073668.149618363","1073668.149618363","","","","607889.6341303856","607889.6341303856","607889.6341303856","","","","","",""
"3644","","","","","","","","","","1141586.5935735547","1141586.5935735547","1141586.5935735547","","","","610080.0166222185","610080.0166222185","610080.0166222185","","","","","",""
"3645","","","","","","","","","","1126604.2395593901","1126604.2395593901","1126604.2395593901","","","","614120.1457739671","614120.1457739671","614120.1457739671","","","","","",""
"3646","","","","","","","","","","1141265.1677582446","1141265.1677582446","1141265.1677582446","","","","619042.9945073018","619042.9945073018","619042.9945073018","","","","","",""
"3647","","","","","","","","","","1070060.6569170728","1070060.6569170728","1070060.6569170728","","","","615099.9069503407","615099.9069503407","615099.9069503407","","","","","",""
"3648","","","","","","","","","","1109246.827426779","1109246.827426779","1109246.827426779","","","","592378.463240078","592378.463240078","592378.463240078","","","","","",""
"3649","","","","","","","","","","1101790.1355570937","1101790.1355570937","1101790.1355570937","","","","605620.5520892597","605620.5520892597","605620.5520892597","","","","","",""
"3650","","","","","","","","","","1117987.3024312232","1117987.3024312232","1117987.3024312232","","","","607407.0270429954","607407.0270429954","607407.0270429954","","","","","",""
"3651","","","","","","","","","","1130107.735152027","1130107.735152027","1130107.735152027","","","","623065.5032240853","623065.5032240853","623065.5032240853","","","","","",""
"3652","","","","","","","","","","1093380.6203796698","1093380.6203796698","1093380.6203796698","","","","586385.4727204612","586385.4727204612","586385.4727204612","","","","","",""
"3653","","","","","","","","","","1139647.3484426497","1139647.3484426497","1139647.3484426497","","","","608473.5017600179","608473.5017600179","608473.5017600179","","","","","",""
"3654","","","","","","","","","","1133088.4338811655","1133088.4338811655","1133088.4338811655","","","","635490.6833445419","635490.6833445419","635490.6833445419","","","","","",""
"3655","","","","","","","","","","1114519.4259532662","1114519.4259532662","1114519.4259532662","","","","612516.8040004956","612516.8040004956","612516.8040004956","","","","","",""
"3656","","","","","","","","","","1128322.9136190244","1128322.9136190244","1128322.9136190244","","","","614973.0688691399","614973.0688691399","614973.0688691399","","","","","",""
"3657","","","","","","","","","","1115046.153241585","1115046.153241585","1115046.153241585","","","","629538.1403889238","629538.1403889238","629538.1403889238","","","","","",""
"3658","","","","","","","","","","1120367.165828425","1120367.165828425","1120367.165828425","","","","602208.5237127587","602208.5237127587","602208.5237127587","","","","","",""
"3659","","","","","","","","","","1099737.050210722","1099737.050210722","1099737.050210722","","","","583158.3942751767","583158.3942751767","583158.3942751767","","","","","",""
"3660","","","","","","","","","","1107976.3540280298","1107976.3540280298","1107976.3540280298","","","","615958.3106473866","615958.3106473866","615958.3106473866","","","","","",""
"3661","","","","","","","","","","1087622.6299131173","1087622.6299131173","1087622.6299131173","","","","598280.5974527892","598280.5974527892","598280.5974527892","","","","","",""
"3662","","","","","","","","","","1108068.4912744234","1108068.4912744234","1108068.4912744234","","","","631894.9186775455","631894.9186775455","631894.9186775455","","","","","",""
"3663","","","","","","","","","","1039557.7292488668","1039557.7292488668","1039557.7292488668","","","","589982.2616013912","589982.2616013912","589982.2616013912","","","","","",""
"3664","","","","","","","","","","1065864.9965965156","1065864.9965965156","1065864.9965965156","","","","628949.6408507681","628949.6408507681","628949.6408507681","","","","","",""
"3665","","","","","","","","","","1091691.6528663146","1091691.6528663146","1091691.6528663146","","","","615671.4345346768","615671.4345346768","615671.4345346768","","","","","",""
"3666","","","","","","","","","","1093106.8399239904","1093106.8399239904","1093106.8399239904","","","","602620.9810844999","602620.9810844999","602620.9810844999","","","","","",""
"3667","","","","","","","","","","1077403.5405958446","1077403.5405958446","1077403.5405958446","","","","607677.7287529102","607677.7287529102","607677.7287529102","","","","","",""
"3668","","","","","","","","","","1111874.9581668978","1111874.9581668978","1111874.9581668978","","","","613281.4434997615","613281.4434997615","613281.4434997615","","","","","",""
"3669","","","","","","","","","","1109310.6408156827","1109310.6408156827","1109310.6408156827","","","","598939.788368814","598939.788368814","598939.788368814","","","","","",""
"3670","","","","","","","","","","1046304.4243585881","1046304.4243585881","1046304.4243585881","","","","617790.2700212728","617790.2700212728","617790.2700212728","","","","","",""
"3671","","","","","","","","","","1072034.9809992188","1072034.9809992188","1072034.9809992188","","","","604874.0149343093","604874.0149343093","604874.0149343093","","","","","",""
"3672","","","","","","","","","","1071768.0863233912","1071768.0863233912","1071768.0863233912","","","","604144.4527078874","604144.4527078874","604144.4527078874","","","","","",""
"3673","","","","","","","","","","1064798.11615614","1064798.11615614","1064798.11615614","","","","599810.5013132134","599810.5013132134","599810.5013132134","","","","","",""
"3674","","","","","","","","","","1160789.7281071094","1160789.7281071094","1160789.7281071094","","","","604438.9260889167","604438.9260889167","604438.9260889167","","","","","",""
"3675","","","","","","","","","","1104134.289107426","1104134.289107426","1104134.289107426","","","","619214.3798209673","619214.3798209673","619214.3798209673","","","","","",""
"3676","","","","","","","","","","1099637.7907228176","1099637.7907228176","1099637.7907228176","","","","600206.3697980754","600206.3697980754","600206.3697980754","","","","","",""
"3677","","","","","","","","","","1116965.1210938948","1116965.1210938948","1116965.1210938948","","","","599279.9614168266","599279.9614168266","599279.9614168266","","","","","",""
"3678","","","","","","","","","","1132338.719873185","1132338.719873185","1132338.719873185","","","","608011.3894814703","608011.3894814703","608011.3894814703","","","","","",""
"3679","","","","","","","","","","1140116.4928599622","1140116.4928599622","1140116.4928599622","","","","599139.3575171699","599139.3575171699","599139.3575171699","","","","","",""
"3680","","","","","","","","","","1135579.8331015857","1135579.8331015857","1135579.8331015857","","","","596668.9899669073","596668.9899669073","596668.9899669073","","","","","",""
"3681","","","","","","","","","","1125364.0293041004","1125364.0293041004","1125364.0293041004","","","","612382.2950270266","612382.2950270266","612382.2950270266","","","","","",""
"3682","","","","","","","","","","1113951.9286563313","1113951.9286563313","1113951.9286563313","","","","597452.2791723283","597452.2791723283","597452.2791723283","","","","","",""
"3683","","","","","","","","","","1120829.7829719277","1120829.7829719277","1120829.7829719277","","","","606131.6095769682","606131.6095769682","606131.6095769682","","","","","",""
"3684","","","","","","","","","","1139787.3212963291","1139787.3212963291","1139787.3212963291","","","","603640.6396624099","603640.6396624099","603640.6396624099","","","","","",""
"3685","","","","","","","","","","1135440.613134675","1135440.613134675","1135440.613134675","","","","591242.6931114967","591242.6931114967","591242.6931114967","","","","","",""
"3686","","","","","","","","","","1183441.948984864","1183441.948984864","1183441.948984864","","","","641805.2683202343","641805.2683202343","641805.2683202343","","","","","",""
"3687","","","","","","","","","","1139281.231124325","1139281.231124325","1139281.231124325","","","","591953.4798279277","591953.4798279277","591953.4798279277","","","","","",""
"3688","","","","","","","","","","1124031.1604999066","1124031.1604999066","1124031.1604999066","","","","596397.3533165504","596397.3533165504","596397.3533165504","","","","","",""
"3689","","","","","","","","","","1139358.712673315","1139358.712673315","1139358.712673315","","","","598078.9616562255","598078.9616562255","598078.9616562255","","","","","",""
"3690","","","","","","","","","","1387173.9589064468","1387173.9589064468","1387173.9589064468","","","","581127.3948009769","581127.3948009769","581127.3948009769","","","","","",""
"3691","","","","","","","","","","1110986.0972037835","1110986.0972037835","1110986.0972037835","","","","615898.3695746085","615898.3695746085","615898.3695746085","","","","","",""
"3692","","","","","","","","","","1110867.801333833","1110867.801333833","1110867.801333833","","","","597187.288253796","597187.288253796","597187.288253796","","","","","",""
"3693","","","","","","","","","","1125053.1382353345","1125053.1382353345","1125053.1382353345","","","","607686.1774578759","607686.1774578759","607686.1774578759","","","","","",""
"3694","","","","","","","","","","1122836.6944927517","1122836.6944927517","1122836.6944927517","","","","593506.1091101582","593506.1091101582","593506.1091101582","","","","","",""
"3695","","","","","","","","","","1098251.6954254871","1098251.6954254871","1098251.6954254871","","","","603106.8406256591","603106.8406256591","603106.8406256591","","","","","",""
"3696","","","","","","","","","","1132778.4207754584","1132778.4207754584","1132778.4207754584","","","","634956.0424423681","634956.0424423681","634956.0424423681","","","","","",""
"3697","","","","","","","","","","1119276.499517893","1119276.499517893","1119276.499517893","","","","622225.9787265491","622225.9787265491","622225.9787265491","","","","","",""
"3698","","","","","","","","","","1096605.4413216605","1096605.4413216605","1096605.4413216605","","","","602008.8026183014","602008.8026183014","602008.8026183014","","","","","",""
"3699","","","","","","","","","","1147287.0026528942","1147287.0026528942","1147287.0026528942","","","","625412.2160189021","625412.2160189021","625412.2160189021","","","","","",""
"3700","","","","","","","","","","1118529.7984569853","1118529.7984569853","1118529.7984569853","","","","629264.2134880212","629264.2134880212","629264.2134880212","","","","","",""
"3701","","","","","","","","","","1095551.530172732","1095551.530172732","1095551.530172732","","","","619140.065894585","619140.065894585","619140.065894585","","","","","",""
"3702","","","","","","","","","","1127992.7045988147","1127992.7045988147","1127992.7045988147","","","","604655.6032070863","604655.6032070863","604655.6032070863","","","","","",""
"3703","","","","","","","","","","1114836.206468795","1114836.206468795","1114836.206468795","","","","612203.5620221593","612203.5620221593","612203.5620221593","","","","","",""
"3704","","","","","","","","","","1119963.0142081026","1119963.0142081026","1119963.0142081026","","","","607650.3924876486","607650.3924876486","607650.3924876486","","","","","",""
"3705","","","","","","","","","","1130296.1708757381","1130296.1708757381","1130296.1708757381","","","","598515.1251687153","598515.1251687153","598515.1251687153","","","","","",""
"3706","","","","","","","","","","1098328.003909784","1098328.003909784","1098328.003909784","","","","595660.2195079722","595660.2195079722","595660.2195079722","","","","","",""
"3707","","","","","","","","","","1091672.212102448","1091672.212102448","1091672.212102448","","","","605030.8105561135","605030.8105561135","605030.8105561135","","","","","",""
"3708","","","","","","","","","","1122382.067580379","1122382.067580379","1122382.067580379","","","","604260.098612657","604260.098612657","604260.098612657","","","","","",""
"3709","","","","","","","","","","1106700.6129361754","1106700.6129361754","1106700.6129361754","","","","623852.3082622562","623852.3082622562","623852.3082622562","","","","","",""
"3710","","","","","","","","","","1113523.3568804497","1113523.3568804497","1113523.3568804497","","","","613082.3110307002","613082.3110307002","613082.3110307002","","","","","",""
"3711","","","","","","","","","","1116861.602837927","1116861.602837927","1116861.602837927","","","","608768.4556391321","608768.4556391321","608768.4556391321","","","","","",""
"3712","","","","","","","","","","1128251.5415851292","1128251.5415851292","1128251.5415851292","","","","598333.2190901127","598333.2190901127","598333.2190901127","","","","","",""
"3713","","","","","","","","","","1117488.1138078836","1117488.1138078836","1117488.1138078836","","","","608794.2331210577","608794.2331210577","608794.2331210577","","","","","",""
"3714","","","","","","","","","","1160146.80810866","1160146.80810866","1160146.80810866","","","","617034.3860334267","617034.3860334267","617034.3860334267","","","","","",""
"3715","","","","","","","","","","1149978.5971079143","1149978.5971079143","1149978.5971079143","","","","594211.9404017227","594211.9404017227","594211.9404017227","","","","","",""
"3716","","","","","","","","","","1130654.7426462565","1130654.7426462565","1130654.7426462565","","","","614385.3427512791","614385.3427512791","614385.3427512791","","","","","",""
"3717","","","","","","","","","","1147425.9452863126","1147425.9452863126","1147425.9452863126","","","","575504.0463135138","575504.0463135138","575504.0463135138","","","","","",""
"3718","","","","","","","","","","1116930.3305618034","1116930.3305618034","1116930.3305618034","","","","607137.133380473","607137.133380473","607137.133380473","","","","","",""
"3719","","","","","","","","","","1164796.50282937","1164796.50282937","1164796.50282937","","","","594568.1660233536","594568.1660233536","594568.1660233536","","","","","",""
"3720","","","","","","","","","","1132333.1808890367","1132333.1808890367","1132333.1808890367","","","","605020.9093885014","605020.9093885014","605020.9093885014","","","","","",""
"3721","","","","","","","","","","1100998.353904327","1100998.353904327","1100998.353904327","","","","617891.8682440883","617891.8682440883","617891.8682440883","","","","","",""
"3722","","","","","","","","","","1151430.4654915766","1151430.4654915766","1151430.4654915766","","","","587875.0275946622","587875.0275946622","587875.0275946622","","","","","",""
"3723","","","","","","","","","","1128762.7661561656","1128762.7661561656","1128762.7661561656","","","","578243.8802857866","578243.8802857866","578243.8802857866","","","","","",""
"3724","","","","","","","","","","1134867.098831829","1134867.098831829","1134867.098831829","","","","583956.6178937308","583956.6178937308","583956.6178937308","","","","","",""
"3725","","","","","","","","","","1097047.393431953","1097047.393431953","1097047.393431953","","","","624463.5307431368","624463.5307431368","624463.5307431368","","","","","",""
"3726","","","","","","","","","","1108162.1151926266","1108162.1151926266","1108162.1151926266","","","","588713.9256604523","588713.9256604523","588713.9256604523","","","","","",""
"3727","","","","","","","","","","1089230.8396857735","1089230.8396857735","1089230.8396857735","","","","571964.2182982946","571964.2182982946","571964.2182982946","","","","","",""
"3728","","","","","","","","","","1122505.8247069144","1122505.8247069144","1122505.8247069144","","","","604553.5718829578","604553.5718829578","604553.5718829578","","","","","",""
"3729","","","","","","","","","","1138157.6042385858","1138157.6042385858","1138157.6042385858","","","","589883.3390576188","589883.3390576188","589883.3390576188","","","","","",""
"3730","","","","","","","","","","1120150.4478421924","1120150.4478421924","1120150.4478421924","","","","609754.2785474634","609754.2785474634","609754.2785474634","","","","","",""
"3731","","","","","","","","","","1135882.9348928","1135882.9348928","1135882.9348928","","","","582641.8338797967","582641.8338797967","582641.8338797967","","","","","",""
"3732","","","","","","","","","","1084725.421633604","1084725.421633604","1084725.421633604","","","","608483.753856594","608483.753856594","608483.753856594","","","","","",""
"3733","","","","","","","","","","1109147.5070113786","1109147.5070113786","1109147.5070113786","","","","600840.3117033702","600840.3117033702","600840.3117033702","","","","","",""
"3734","","","","","","","","","","1115897.1854053158","1115897.1854053158","1115897.1854053158","","","","625204.3865953537","625204.3865953537","625204.3865953537","","","","","",""
"3735","","","","","","","","","","1126245.4376034117","1126245.4376034117","1126245.4376034117","","","","613878.841285035","613878.841285035","613878.841285035","","","","","",""
"3736","","","","","","","","","","1116621.0660801656","1116621.0660801656","1116621.0660801656","","","","609795.5652745431","609795.5652745431","609795.5652745431","","","","","",""
"3737","","","","","","","","","","1090777.1873558613","1090777.1873558613","1090777.1873558613","","","","617444.3611809142","617444.3611809142","617444.3611809142","","","","","",""
"3738","","","","","","","","","","1116242.439572919","1116242.439572919","1116242.439572919","","","","623179.7579218288","623179.7579218288","623179.7579218288","","","","","",""
"3739","","","","","","","","","","1143155.3643123358","1143155.3643123358","1143155.3643123358","","","","633357.0493828886","633357.0493828886","633357.0493828886","","","","","",""
"3740","","","","","","","","","","1117451.0939940265","1117451.0939940265","1117451.0939940265","","","","588442.8794416684","588442.8794416684","588442.8794416684","","","","","",""
"3741","","","","","","","","","","1132801.362551102","1132801.362551102","1132801.362551102","","","","601620.4576413585","601620.4576413585","601620.4576413585","","","","","",""
"3742","","","","","","","","","","1114937.7893269078","1114937.7893269078","1114937.7893269078","","","","600912.5822950706","600912.5822950706","600912.5822950706","","","","","",""
"3743","","","","","","","","","","1152271.9532525698","1152271.9532525698","1152271.9532525698","","","","621545.2151771918","621545.2151771918","621545.2151771918","","","","","",""
"3744","","","","","","","","","","1066467.917125549","1066467.917125549","1066467.917125549","","","","605702.3214127398","605702.3214127398","605702.3214127398","","","","","",""
"3745","","","","","","","","","","1110586.2961683683","1110586.2961683683","1110586.2961683683","","","","577518.3689579208","577518.3689579208","577518.3689579208","","","","","",""
"3746","","","","","","","","","","1128353.8108698125","1128353.8108698125","1128353.8108698125","","","","602869.8118598982","602869.8118598982","602869.8118598982","","","","","",""
"3747","","","","","","","","","","1136361.7329926796","1136361.7329926796","1136361.7329926796","","","","585040.2786028164","585040.2786028164","585040.2786028164","","","","","",""
"3748","","","","","","","","","","1104731.0977325132","1104731.0977325132","1104731.0977325132","","","","605318.2821782647","605318.2821782647","605318.2821782647","","","","","",""
"3749","","","","","","","","","","1104621.0585882575","1104621.0585882575","1104621.0585882575","","","","574028.0080994387","574028.0080994387","574028.0080994387","","","","","",""
"3750","","","","","","","","","","1139541.2490019978","1139541.2490019978","1139541.2490019978","","","","593591.3303685153","593591.3303685153","593591.3303685153","","","","","",""
"3751","","","","","","","","","","1142950.551925921","1142950.551925921","1142950.551925921","","","","575835.4223765843","575835.4223765843","575835.4223765843","","","","","",""
"3752","","","","","","","","","","1062577.6024930822","1062577.6024930822","1062577.6024930822","","","","580437.8193390497","580437.8193390497","580437.8193390497","","","","","",""
"3753","","","","","","","","","","1080277.5653675408","1080277.5653675408","1080277.5653675408","","","","586248.731959554","586248.731959554","586248.731959554","","","","","",""
"3754","","","","","","","","","","1135704.0280226616","1135704.0280226616","1135704.0280226616","","","","591814.5337395838","591814.5337395838","591814.5337395838","","","","","",""
"3755","","","","","","","","","","1109237.7553648804","1109237.7553648804","1109237.7553648804","","","","581492.6523143726","581492.6523143726","581492.6523143726","","","","","",""
"3756","","","","","","","","","","1152255.2856819502","1152255.2856819502","1152255.2856819502","","","","573582.9674425807","573582.9674425807","573582.9674425807","","","","","",""
"3757","","","","","","","","","","1122240.9809134582","1122240.9809134582","1122240.9809134582","","","","594836.3714814319","594836.3714814319","594836.3714814319","","","","","",""
"3758","","","","","","","","","","1109853.3783742678","1109853.3783742678","1109853.3783742678","","","","610503.8018073244","610503.8018073244","610503.8018073244","","","","","",""
"3759","","","","","","","","","","1122959.9837028352","1122959.9837028352","1122959.9837028352","","","","571908.9002715425","571908.9002715425","571908.9002715425","","","","","",""
"3760","","","","","","","","","","1081196.7940313136","1081196.7940313136","1081196.7940313136","","","","586491.0164338208","586491.0164338208","586491.0164338208","","","","","",""
"3761","","","","","","","","","","1128650.059460066","1128650.059460066","1128650.059460066","","","","599968.9114445158","599968.9114445158","599968.9114445158","","","","","",""
"3762","","","","","","","","","","1097135.4895329638","1097135.4895329638","1097135.4895329638","","","","564477.0259380415","564477.0259380415","564477.0259380415","","","","","",""
"3763","","","","","","","","","","1125860.752643377","1125860.752643377","1125860.752643377","","","","604518.2481348257","604518.2481348257","604518.2481348257","","","","","",""
"3764","","","","","","","","","","1098582.6241469895","1098582.6241469895","1098582.6241469895","","","","587111.6362539462","587111.6362539462","587111.6362539462","","","","","",""
